compression_rate,d_prime,d_prime_raw,hit_rate,fa_rate,chi2,p,n_trials
0.1,1.55***,1.5480577205867188,0.312,0.021,12.68,0.000,96
0.2,1.46***,1.4604818020999262,0.344,0.031,13.40,0.000,96
0.3,1.16**,1.1550883586687721,0.240,0.031,7.21,0.007,96
0.4,0.92*,0.9173372128603194,0.240,0.052,5.35,0.021,96
0.5,1.09*,1.0863101062737237,0.219,0.031,6.10,0.014,96
0.6,0.83,0.8343258687759403,0.115,0.021,2.02,0.155,96
0.7,0.81*,0.812762920113286,0.208,0.052,3.89,0.049,96
