compression_rate,d_prime,d_prime_raw,hit_rate,fa_rate,chi2,p,n_trials
0.1,1.45***,1.4540181796886154,0.297,0.023,15.81,0.000,128
0.2,1.35***,1.351766060683404,0.305,0.031,15.22,0.000,128
0.3,1.29***,1.288144583546676,0.242,0.023,11.46,0.001,128
0.4,0.96**,0.9584978447651493,0.211,0.039,7.14,0.008,128
0.5,1.04*,1.0406461296288503,0.172,0.023,6.41,0.011,128
0.6,0.96,0.9647103438621194,0.117,0.016,3.81,0.051,128
0.7,0.87*,0.8745238513441912,0.188,0.039,5.62,0.018,128
