compression_rate,d_prime,d_prime_raw,hit_rate,fa_rate,chi2,p,n_trials
0.1,1.84*,1.8352353300970812,0.375,0.000,5.13,0.024,32
0.2,1.92*,1.9166725847326687,0.406,0.000,5.84,0.016,32
0.3,1.37,1.373955456306982,0.312,0.031,2.69,0.101,32
0.4,1.84*,1.8352353300970812,0.375,0.000,5.13,0.024,32
0.5,1.67,1.6650982829467869,0.312,0.000,3.79,0.051,32
0.6,1.14,1.1438845248118743,0.156,0.000,0.98,0.323,32
0.7,1.48,1.4793849438653748,0.250,0.000,2.57,0.109,32
