compression_rate,d_prime,d_prime_raw,hit_rate,fa_rate,chi2,p,n_trials
0.1,1.25**,1.2524372572353188,0.271,0.031,8.96,0.003,96
0.2,1.12**,1.1213697859359124,0.271,0.042,7.90,0.005,96
0.3,1.26**,1.2604123705534604,0.219,0.021,7.14,0.008,96
0.4,0.61,0.6149905523636168,0.156,0.052,1.79,0.181,96
0.5,0.71,0.7123824870456437,0.125,0.031,1.77,0.183,96
0.6,0.78,0.7786725706382915,0.104,0.021,1.60,0.206,96
0.7,0.66,0.6575591555114978,0.167,0.052,2.17,0.141,96
