trial_i,prime_file,prime_valence,correct_word,distractor_word,babbling_file,mask1_file,mask2_file,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,main.thisRepN,main.thisTrialN,main.thisN,main.thisIndex,thisRow.t,notes,response_key,rt,correct_key,accuracy,left_word,right_word,Participant ID,Session,date,
26,rabies_compressed.wav,negative,rabies,ørken,babble_53.wav,metal_reversed.wav,respekt_reversed.wav,,,,,0,10,10,10,,,left,2.293576500029303,right,0,ørken,rabies,3475,001,2025-12-06_13-56-49,
68,himlen_compressed.wav,positive,himlen,vindue,babble_89.wav,ankel_reversed.wav,himlen_reversed.wav,,,,,0,11,11,11,,,right,1.1682059000013396,right,1,vindue,himlen,3475,001,2025-12-06_13-56-49,
38,borddug_compressed.wav,neutral,borddug,accept,babble_98.wav,salat_reversed.wav,offer_reversed.wav,,,,,0,12,12,12,,,right,1.3614073999924585,right,1,accept,borddug,3475,001,2025-12-06_13-56-49,
82,kande_compressed.wav,neutral,kande,forfald,babble_14.wav,selvmord_reversed.wav,morder_reversed.wav,,,,,0,13,13,13,,,left,1.4580876999534667,left,1,kande,forfald,3475,001,2025-12-06_13-56-49,
51,ugle_compressed.wav,neutral,ugle,konge,babble_50.wav,gratis_reversed.wav,varme_reversed.wav,,,,,0,14,14,14,,,left,1.159590199997183,left,1,ugle,konge,3475,001,2025-12-06_13-56-49,
8,forfald_compressed.wav,negative,forfald,talent,babble_78.wav,frygtsom_reversed.wav,baby_reversed.wav,,,,,0,15,15,15,,,right,2.4692275999695994,right,1,talent,forfald,3475,001,2025-12-06_13-56-49,
34,brutal_compressed.wav,negative,brutal,festlig,babble_59.wav,skuffe_reversed.wav,metal_reversed.wav,,,,,0,16,16,16,,,left,0.8769302000291646,left,1,brutal,festlig,3475,001,2025-12-06_13-56-49,
75,beskidt_compressed.wav,negative,beskidt,selvmord,babble_7.wav,ledning_reversed.wav,bange_reversed.wav,,,,,0,17,17,17,,,left,1.0921771000139415,left,1,beskidt,selvmord,3475,001,2025-12-06_13-56-49,
61,glæde_compressed.wav,positive,glæde,nøgle,babble_98.wav,kærtegn_reversed.wav,trofæ_reversed.wav,,,,,0,18,18,18,,,left,3.4660142000066116,left,1,glæde,nøgle,3475,001,2025-12-06_13-56-49,
71,sollys_compressed.wav,positive,sollys,ønske,babble_47.wav,tilfreds_reversed.wav,fjendtlig_reversed.wav,,,,,0,19,19,19,,,right,2.9162151999771595,right,1,ønske,sollys,3475,001,2025-12-06_13-56-49,
20,ugle_compressed.wav,neutral,ugle,ære,babble_97.wav,metal_reversed.wav,offer_reversed.wav,,,,,0,20,20,20,,,right,1.0163131000008434,right,1,ære,ugle,3475,001,2025-12-06_13-56-49,
78,beundret_compressed.wav,positive,beundret,fase,babble_36.wav,heldig_reversed.wav,selvmord_reversed.wav,,,,,0,21,21,21,,,left,0.9608237000065856,left,1,beundret,fase,3475,001,2025-12-06_13-56-49,
67,enhed_compressed.wav,neutral,enhed,salat,babble_29.wav,tilfreds_reversed.wav,metal_reversed.wav,,,,,0,22,22,22,,,left,0.8990985000273213,left,1,enhed,salat,3475,001,2025-12-06_13-56-49,
14,hjerte_compressed.wav,positive,hjerte,sandhed,babble_27.wav,ankel_reversed.wav,vandfald_reversed.wav,,,,,0,23,23,23,,,right,3.3395677000517026,right,1,sandhed,hjerte,3475,001,2025-12-06_13-56-49,
18,hånlig_compressed.wav,negative,hånlig,misbrug,babble_67.wav,mave_reversed.wav,vandfald_reversed.wav,,,,,0,24,24,24,,,left,1.3001041999668814,left,1,hånlig,misbrug,3475,001,2025-12-06_13-56-49,
80,passion_compressed.wav,positive,passion,rædsel,babble_86.wav,nonsens_reversed.wav,ledning_reversed.wav,,,,,0,25,25,25,,,left,0.8469721999717876,left,1,passion,rædsel,3475,001,2025-12-06_13-56-49,
69,lyse_compressed.wav,positive,lyse,dæmpet,babble_48.wav,cirkel_reversed.wav,lærer_reversed.wav,,,,,0,26,26,26,,,right,1.0796838999958709,right,1,dæmpet,lyse,3475,001,2025-12-06_13-56-49,
79,lækker_compressed.wav,positive,lækker,ketchup,babble_79.wav,lækker_reversed.wav,tortur_reversed.wav,,,,,0,27,27,27,,,left,0.881988100009039,left,1,lækker,ketchup,3475,001,2025-12-06_13-56-49,
29,leder_compressed.wav,positive,leder,modgang,babble_15.wav,smerte_reversed.wav,dæmpet_reversed.wav,,,,,0,28,28,28,,,right,1.1505079999915324,right,1,modgang,leder,3475,001,2025-12-06_13-56-49,
47,musik_compressed.wav,positive,musik,marked,babble_56.wav,museum_reversed.wav,gidsel_reversed.wav,,,,,0,29,29,29,,,right,1.6651500000152737,right,1,marked,musik,3475,001,2025-12-06_13-56-49,
42,redning_compressed.wav,positive,redning,spænding,babble_46.wav,bombe_reversed.wav,hjerte_reversed.wav,,,,,0,30,30,30,,,left,0.8916353000095114,left,1,redning,spænding,3475,001,2025-12-06_13-56-49,
25,udskud_compressed.wav,negative,udskud,lærer,babble_74.wav,leder_reversed.wav,fase_reversed.wav,,,,,0,31,31,31,,,left,1.0583578000077978,left,1,udskud,lærer,3475,001,2025-12-06_13-56-49,
30,utro_compressed.wav,negative,utro,udskud,babble_11.wav,pervers_reversed.wav,ketchup_reversed.wav,,,,,0,32,32,32,,,right,2.359412499994505,right,1,udskud,utro,3475,001,2025-12-06_13-56-49,
63,patent_compressed.wav,neutral,patent,krise,babble_24.wav,trussel_reversed.wav,utro_reversed.wav,,,,,0,33,33,33,,,left,0.8433026999700814,left,1,patent,krise,3475,001,2025-12-06_13-56-49,
10,kvæles_compressed.wav,negative,kvæles,affald,babble_85.wav,himmel_reversed.wav,søsyg_reversed.wav,,,,,0,34,34,34,,,left,0.8472683999571018,left,1,kvæles,affald,3475,001,2025-12-06_13-56-49,
23,ketchup_compressed.wav,neutral,ketchup,syndig,babble_62.wav,nonne_reversed.wav,misbrug_reversed.wav,,,,,0,35,35,35,,,left,0.8610096999909729,left,1,ketchup,syndig,3475,001,2025-12-06_13-56-49,
13,skyldig_compressed.wav,negative,skyldig,brutal,babble_12.wav,salat_reversed.wav,fedme_reversed.wav,,,,,0,36,36,36,,,right,3.3514979999745265,right,1,brutal,skyldig,3475,001,2025-12-06_13-56-49,
22,kontor_compressed.wav,neutral,kontor,knude,babble_49.wav,illoyal_reversed.wav,oprørt_reversed.wav,,,,,0,37,37,37,,,right,0.8386451000114903,right,1,knude,kontor,3475,001,2025-12-06_13-56-49,
16,væmmes_compressed.wav,negative,væmmes,grusom,babble_24.wav,sandhed_reversed.wav,taxa_reversed.wav,,,,,0,38,38,38,,,left,0.8276818000013009,left,1,væmmes,grusom,3475,001,2025-12-06_13-56-49,
62,sexet_compressed.wav,positive,sexet,tumor,babble_84.wav,gidsel_reversed.wav,sikker_reversed.wav,,,,,0,39,39,39,,,right,0.8856999000418,right,1,tumor,sexet,3475,001,2025-12-06_13-56-49,
73,blomstre_compressed.wav,positive,blomstre,glæde,babble_63.wav,tumor_reversed.wav,fængsel_reversed.wav,,,,,0,40,40,40,,,right,1.1241519000031985,right,1,glæde,blomstre,3475,001,2025-12-06_13-56-49,
24,kvæles_compressed.wav,negative,kvæles,beundret,babble_91.wav,rigdom_reversed.wav,nøgle_reversed.wav,,,,,0,41,41,41,,,left,0.7361852999893017,left,1,kvæles,beundret,3475,001,2025-12-06_13-56-49,
74,papir_compressed.wav,neutral,papir,beundret,babble_43.wav,venlig_reversed.wav,kæle_reversed.wav,,,,,0,42,42,42,,,right,0.8759464000468142,right,1,beundret,papir,3475,001,2025-12-06_13-56-49,
57,spænding_compressed.wav,positive,spænding,voldtægt,babble_43.wav,ankel_reversed.wav,kande_reversed.wav,,,,,0,43,43,43,,,right,1.1200834999908693,right,1,voldtægt,spænding,3475,001,2025-12-06_13-56-49,
46,væmmes_compressed.wav,negative,væmmes,konkurs,babble_34.wav,glæde_reversed.wav,festlig_reversed.wav,,,,,0,44,44,44,,,right,0.8380254000076093,right,1,konkurs,væmmes,3475,001,2025-12-06_13-56-49,
40,borddug_compressed.wav,neutral,borddug,magisk,babble_5.wav,affald_reversed.wav,fiasko_reversed.wav,,,,,0,45,45,45,,,left,1.446298900002148,left,1,borddug,magisk,3475,001,2025-12-06_13-56-49,
27,feber_compressed.wav,negative,feber,bryllup,babble_48.wav,skammel_reversed.wav,fremskridt_reversed.wav,,,,,0,46,46,46,,,left,1.5128617000300437,left,1,feber,bryllup,3475,001,2025-12-06_13-56-49,
4,utro_compressed.wav,negative,utro,skammel,babble_16.wav,sandhed_reversed.wav,slave_reversed.wav,,,,,0,47,47,47,,,left,3.7667383999796584,right,0,skammel,utro,3475,001,2025-12-06_13-56-49,
12,opstemt_compressed.wav,positive,opstemt,humor,babble_49.wav,misbrug_reversed.wav,boble_reversed.wav,,,,,0,48,48,48,,,right,0.9884714999934658,right,1,humor,opstemt,3475,001,2025-12-06_13-56-49,
76,genstand_compressed.wav,neutral,genstand,smerte,babble_60.wav,rædsel_reversed.wav,koldbrand_reversed.wav,,,,,0,49,49,49,,,right,0.6702895000344142,right,1,smerte,genstand,3475,001,2025-12-06_13-56-49,
41,pjece_compressed.wav,neutral,pjece,talent,babble_10.wav,patent_reversed.wav,poesi_reversed.wav,,,,,0,50,50,50,,,right,0.8173428999725729,right,1,talent,pjece,3475,001,2025-12-06_13-56-49,
44,sollys_compressed.wav,positive,sollys,viden,babble_20.wav,lækker_reversed.wav,utro_reversed.wav,,,,,0,51,51,51,,,right,1.2551503999857232,right,1,viden,sollys,3475,001,2025-12-06_13-56-49,
1,kedel_compressed.wav,neutral,kedel,nonsens,babble_76.wav,djævel_reversed.wav,gratis_reversed.wav,,,,,0,52,52,52,,,right,0.6889513999922201,right,1,nonsens,kedel,3475,001,2025-12-06_13-56-49,
31,opstemt_compressed.wav,positive,opstemt,cirkel,babble_33.wav,genstand_reversed.wav,fjollet_reversed.wav,,,,,0,53,53,53,,,right,3.0413798000081442,right,1,cirkel,opstemt,3475,001,2025-12-06_13-56-49,
56,pjece_compressed.wav,neutral,pjece,museum,babble_3.wav,smerte_reversed.wav,ketchup_reversed.wav,,,,,0,54,54,54,,,right,0.6737151999841444,right,1,museum,pjece,3475,001,2025-12-06_13-56-49,
53,væmmes_compressed.wav,negative,væmmes,lærer,babble_53.wav,natur_reversed.wav,forkert_reversed.wav,,,,,0,55,55,55,,,left,1.0380541000049561,left,1,væmmes,lærer,3475,001,2025-12-06_13-56-49,
59,konkurs_compressed.wav,negative,konkurs,respekt,babble_52.wav,utro_reversed.wav,feber_reversed.wav,,,,,0,56,56,56,,,left,3.056523900013417,left,1,konkurs,respekt,3475,001,2025-12-06_13-56-49,
58,tortur_compressed.wav,negative,tortur,kugle,babble_9.wav,kande_reversed.wav,forkert_reversed.wav,,,,,0,57,57,57,,,left,0.8488342000055127,left,1,tortur,kugle,3475,001,2025-12-06_13-56-49,
66,dæmpet_compressed.wav,neutral,dæmpet,skade,babble_34.wav,fedme_reversed.wav,metal_reversed.wav,,,,,0,58,58,58,,,left,0.7467996000195853,left,1,dæmpet,skade,3475,001,2025-12-06_13-56-49,
65,røver_compressed.wav,negative,røver,cirkel,babble_17.wav,tortur_reversed.wav,rigdom_reversed.wav,,,,,0,59,59,59,,,left,1.2411191999563016,left,1,røver,cirkel,3475,001,2025-12-06_13-56-49,
83,boble_compressed.wav,neutral,boble,jubel,babble_32.wav,djævel_reversed.wav,fjendtlig_reversed.wav,,,,,0,60,60,60,,,left,0.8958998000016436,left,1,boble,jubel,3475,001,2025-12-06_13-56-49,
3,patent_compressed.wav,neutral,patent,kugle,babble_4.wav,poesi_reversed.wav,viden_reversed.wav,,,,,0,61,61,61,,,left,0.5577666999888606,left,1,patent,kugle,3475,001,2025-12-06_13-56-49,
9,giftig_compressed.wav,negative,giftig,beskidt,babble_40.wav,måned_reversed.wav,ledning_reversed.wav,,,,,0,62,62,62,,,left,0.7753764999797568,left,1,giftig,beskidt,3475,001,2025-12-06_13-56-49,
2,kæle_compressed.wav,positive,kæle,bifald,babble_59.wav,talent_reversed.wav,illoyal_reversed.wav,,,,,0,63,63,63,,,left,3.000699100026395,left,1,kæle,bifald,3475,001,2025-12-06_13-56-49,
32,skuffe_compressed.wav,negative,skuffe,konge,babble_6.wav,misbrug_reversed.wav,sindssyg_reversed.wav,,,,,0,64,64,64,,,left,1.0537123000249267,left,1,skuffe,konge,3475,001,2025-12-06_13-56-49,
90,ledning_compressed.wav,neutral,ledning,kujon,babble_2.wav,dollar_reversed.wav,respekt_reversed.wav,,,,,0,65,65,65,,,right,1.3474288000143133,right,1,kujon,ledning,3475,001,2025-12-06_13-56-49,
45,metal_compressed.wav,neutral,metal,gaffel,babble_17.wav,lampe_reversed.wav,accept_reversed.wav,,,,,0,66,66,66,,,right,0.6814058999880217,right,1,gaffel,metal,3475,001,2025-12-06_13-56-49,
5,genert_compressed.wav,neutral,genert,flirte,babble_37.wav,trussel_reversed.wav,tumor_reversed.wav,,,,,0,67,67,67,,,left,0.768310500017833,left,1,genert,flirte,3475,001,2025-12-06_13-56-49,
6,spænding_compressed.wav,positive,spænding,dæmon,babble_29.wav,sæde_reversed.wav,gratis_reversed.wav,,,,,0,68,68,68,,,right,1.0755418000044301,right,1,dæmon,spænding,3475,001,2025-12-06_13-56-49,
60,albue_compressed.wav,neutral,albue,bange,babble_52.wav,cirkel_reversed.wav,blomstre_reversed.wav,,,,,0,69,69,69,,,left,0.5983789000310935,left,1,albue,bange,3475,001,2025-12-06_13-56-49,
48,drukne_compressed.wav,negative,drukne,ørken,babble_7.wav,cirkel_reversed.wav,lærer_reversed.wav,,,,,0,70,70,70,,,left,1.7622552000102587,right,0,ørken,drukne,3475,001,2025-12-06_13-56-49,
85,hjerte_compressed.wav,positive,hjerte,forår,babble_5.wav,skammel_reversed.wav,stjerne_reversed.wav,,,,,0,71,71,71,,,left,0.956444300012663,left,1,hjerte,forår,3475,001,2025-12-06_13-56-49,
37,sygdom_compressed.wav,negative,sygdom,ledning,babble_47.wav,syndig_reversed.wav,humor_reversed.wav,,,,,0,72,72,72,,,left,0.8680458000162616,left,1,sygdom,ledning,3475,001,2025-12-06_13-56-49,
33,lyse_compressed.wav,positive,lyse,diamant,babble_81.wav,blomstre_reversed.wav,oprør_reversed.wav,,,,,0,73,73,73,,,left,0.9701698000426404,left,1,lyse,diamant,3475,001,2025-12-06_13-56-49,
36,bombe_compressed.wav,negative,bombe,enhed,babble_66.wav,grimme_reversed.wav,accept_reversed.wav,,,,,0,74,74,74,,,right,1.7263912999769673,right,1,enhed,bombe,3475,001,2025-12-06_13-56-49,
72,varme_compressed.wav,positive,varme,lampe,babble_66.wav,måned_reversed.wav,rigdom_reversed.wav,,,,,0,75,75,75,,,right,0.8974444000050426,right,1,lampe,varme,3475,001,2025-12-06_13-56-49,
81,gaffel_compressed.wav,neutral,gaffel,ydmyg,babble_85.wav,fase_reversed.wav,plakat_reversed.wav,,,,,0,76,76,76,,,left,1.1119540999643505,left,1,gaffel,ydmyg,3475,001,2025-12-06_13-56-49,
64,grusom_compressed.wav,negative,grusom,kærtegn,babble_17.wav,vinde_reversed.wav,skade_reversed.wav,,,,,0,77,77,77,,,left,0.685596399998758,left,1,grusom,kærtegn,3475,001,2025-12-06_13-56-49,
77,kysse_compressed.wav,positive,kysse,morder,babble_36.wav,violin_reversed.wav,festlig_reversed.wav,,,,,0,78,78,78,,,right,0.6919937999919057,right,1,morder,kysse,3475,001,2025-12-06_13-56-49,
70,venlig_compressed.wav,positive,venlig,knude,babble_50.wav,oprør_reversed.wav,kedel_reversed.wav,,,,,0,79,79,79,,,left,0.7826282000169158,left,1,venlig,knude,3475,001,2025-12-06_13-56-49,
54,vandfald_compressed.wav,positive,vandfald,røver,babble_98.wav,nøgle_reversed.wav,frygtsom_reversed.wav,,,,,0,80,80,80,,,left,0.8185991000500508,left,1,vandfald,røver,3475,001,2025-12-06_13-56-49,
43,fase_compressed.wav,neutral,fase,afvist,babble_20.wav,spise_reversed.wav,fjollet_reversed.wav,,,,,0,81,81,81,,,left,0.6983430000254884,left,1,fase,afvist,3475,001,2025-12-06_13-56-49,
84,ledning_compressed.wav,neutral,ledning,sandhed,babble_13.wav,ankel_reversed.wav,vindue_reversed.wav,,,,,0,82,82,82,,,right,0.9512293000007048,right,1,sandhed,ledning,3475,001,2025-12-06_13-56-49,
89,illoyal_compressed.wav,negative,illoyal,væmmes,babble_35.wav,spise_reversed.wav,latter_reversed.wav,,,,,0,83,83,83,,,right,1.935477599967271,right,1,væmmes,illoyal,3475,001,2025-12-06_13-56-49,
55,rædsel_compressed.wav,negative,rædsel,voldsom,babble_61.wav,krise_reversed.wav,fedme_reversed.wav,,,,,0,84,84,84,,,left,0.7708718999638222,left,1,rædsel,voldsom,3475,001,2025-12-06_13-56-49,
