signal_type,compression_level,prime_file,correct_word,babbling_file,mask1_file,mask2_file,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,main.thisRepN,main.thisTrialN,main.thisN,main.thisIndex,thisRow.t,notes,response_key,rt,trial_outcome,babble_duration,Participant ID,Session,date,
absent,0.5,SILENCE,NA,babble_68.wav,frihed_reversed.wav,skuffe_reversed.wav,0,0,0,0,0,-1,-1,0,,,z,1.600355665999814,Correct Rejection,1.0850795556907231,6776,001,2025-12-04_14-30-51,
present,0.6,dollar_compressed.wav,dollar,babble_89.wav,mave_reversed.wav,lampe_reversed.wav,0,1,1,1,0,-1,-1,0,,,z,1.0368222920005792,Miss,0.9830720503462883,6776,001,2025-12-04_14-30-51,
present,0.2,passion_compressed.wav,passion,babble_37.wav,ensom_reversed.wav,lærer_reversed.wav,0,2,2,2,0,-1,-1,0,,,z,1.5254245840005751,Miss,1.3704148524010544,6776,001,2025-12-04_14-30-51,
absent,0.2,SILENCE,NA,babble_89.wav,gidsel_reversed.wav,finger_reversed.wav,0,3,3,3,0,-1,-1,0,,,z,1.2488150839999435,Correct Rejection,0.8457961396873885,6776,001,2025-12-04_14-30-51,
absent,0.4,SILENCE,NA,babble_19.wav,gave_reversed.wav,finger_reversed.wav,0,4,4,4,0,-1,-1,0,,,z,0.6014336670014018,Correct Rejection,1.2399691765933656,6776,001,2025-12-04_14-30-51,
absent,0.7,SILENCE,NA,babble_81.wav,avis_reversed.wav,bygning_reversed.wav,0,5,5,5,0,-1,-1,0,,,z,0.5702333330009424,Correct Rejection,1.3330206364253576,6776,001,2025-12-04_14-30-51,
present,0.5,oprørt_compressed.wav,oprørt,babble_79.wav,regnbue_reversed.wav,pervers_reversed.wav,0,6,6,6,0,-1,-1,0,,,z,0.6696922080009244,Miss,0.6639671815441998,6776,001,2025-12-04_14-30-51,
present,0.3,jubel_compressed.wav,jubel,babble_38.wav,regnbue_reversed.wav,koldbrand_reversed.wav,0,7,7,7,0,-1,-1,0,,,z,0.6225010410016694,Miss,0.9718764937685705,6776,001,2025-12-04_14-30-51,
absent,0.6,SILENCE,NA,babble_96.wav,himmel_reversed.wav,trofæ_reversed.wav,0,8,8,8,0,-1,-1,0,,,z,0.6137787079969712,Correct Rejection,0.6065367295030052,6776,001,2025-12-04_14-30-51,
absent,0.3,SILENCE,NA,babble_97.wav,gidsel_reversed.wav,spænding_reversed.wav,0,9,9,9,0,-1,-1,0,,,z,0.9670995000014955,Correct Rejection,1.0051469476925168,6776,001,2025-12-04_14-30-51,
present,0.7,latter_compressed.wav,latter,babble_43.wav,genert_reversed.wav,drukne_reversed.wav,0,10,10,10,0,-1,-1,0,,,z,0.5532497090025572,Miss,0.6345004674563459,6776,001,2025-12-04_14-30-51,
absent,0.1,SILENCE,NA,babble_95.wav,konge_reversed.wav,misbrug_reversed.wav,0,11,11,11,0,-1,-1,0,,,z,0.6397493340009532,Correct Rejection,1.3603513161242682,6776,001,2025-12-04_14-30-51,
present,0.1,udskud_compressed.wav,udskud,babble_13.wav,sygdom_reversed.wav,kærtegn_reversed.wav,0,12,12,12,0,-1,-1,0,,,z,1.0362409580011445,Miss,0.5632151935860585,6776,001,2025-12-04_14-30-51,
present,0.4,engel_compressed.wav,engel,babble_67.wav,vandfald_reversed.wav,metal_reversed.wav,0,13,13,13,0,-1,-1,0,,,z,1.3468860409993795,Miss,1.360630200822615,6776,001,2025-12-04_14-30-51,
present,0.6,væmmes_compressed.wav,væmmes,babble_96.wav,boble_reversed.wav,utro_reversed.wav,,,,,0,0,0,0,,,z,0.7504485419995035,Miss,0.5083101223479501,6776,001,2025-12-04_14-30-51,
present,0.3,kugle_compressed.wav,kugle,babble_80.wav,poesi_reversed.wav,borddug_reversed.wav,,,,,0,1,1,1,,,z,0.5423992079995514,Miss,1.4708299348269793,6776,001,2025-12-04_14-30-51,
absent,0.6,SILENCE,NA,babble_21.wav,ankel_reversed.wav,smerte_reversed.wav,,,,,0,2,2,2,,,z,0.9690348340009223,Correct Rejection,0.9717164004908692,6776,001,2025-12-04_14-30-51,
absent,0.6,SILENCE,NA,babble_3.wav,modgang_reversed.wav,dæmpet_reversed.wav,,,,,0,3,3,3,,,z,0.727521999997407,Correct Rejection,0.8359426742609166,6776,001,2025-12-04_14-30-51,
present,0.5,dollar_compressed.wav,dollar,babble_92.wav,sandhed_reversed.wav,misbrug_reversed.wav,,,,,0,4,4,4,,,z,0.7080134999996517,Miss,0.9471276876003394,6776,001,2025-12-04_14-30-51,
present,0.7,viden_compressed.wav,viden,babble_93.wav,ledning_reversed.wav,ørken_reversed.wav,,,,,0,5,5,5,,,z,0.7309055829973659,Miss,1.0819306853826633,6776,001,2025-12-04_14-30-51,
absent,0.4,SILENCE,NA,babble_22.wav,kande_reversed.wav,skuffe_reversed.wav,,,,,0,6,6,6,,,z,1.0665032920005615,Correct Rejection,0.6660618024211713,6776,001,2025-12-04_14-30-51,
present,0.3,lærer_compressed.wav,lærer,babble_97.wav,kontor_reversed.wav,vandfald_reversed.wav,,,,,0,7,7,7,,,z,0.6575315420013794,Miss,1.3944619598222388,6776,001,2025-12-04_14-30-51,
absent,0.5,SILENCE,NA,babble_33.wav,bifald_reversed.wav,magisk_reversed.wav,,,,,0,8,8,8,,,z,0.6580138329991314,Correct Rejection,1.21285117885129,6776,001,2025-12-04_14-30-51,
absent,0.5,SILENCE,NA,babble_3.wav,sexet_reversed.wav,ørken_reversed.wav,,,,,0,9,9,9,,,z,1.0055746250000084,Correct Rejection,0.8389331006595843,6776,001,2025-12-04_14-30-51,
absent,0.3,SILENCE,NA,babble_15.wav,genstand_reversed.wav,gave_reversed.wav,,,,,0,10,10,10,,,z,0.7872133749988279,Correct Rejection,0.5282859527284162,6776,001,2025-12-04_14-30-51,
absent,0.7,SILENCE,NA,babble_68.wav,pervers_reversed.wav,konge_reversed.wav,,,,,0,11,11,11,,,z,0.6216060410006321,Correct Rejection,0.9725108566464679,6776,001,2025-12-04_14-30-51,
absent,0.2,SILENCE,NA,babble_35.wav,rabies_reversed.wav,redskab_reversed.wav,,,,,0,12,12,12,,,z,0.5801320419996046,Correct Rejection,1.2206855574463091,6776,001,2025-12-04_14-30-51,
absent,0.6,SILENCE,NA,babble_81.wav,nonne_reversed.wav,skade_reversed.wav,,,,,0,13,13,13,,,z,1.13906529200176,Correct Rejection,1.0284922856329106,6776,001,2025-12-04_14-30-51,
present,0.7,opstemt_compressed.wav,opstemt,babble_7.wav,magisk_reversed.wav,genert_reversed.wav,,,,,0,14,14,14,,,z,0.7646917499987467,Miss,1.3408292539469193,6776,001,2025-12-04_14-30-51,
present,0.4,varme_compressed.wav,varme,babble_85.wav,lærer_reversed.wav,pervers_reversed.wav,,,,,0,15,15,15,,,z,2.1294884589988214,Miss,1.0333866316417168,6776,001,2025-12-04_14-30-51,
absent,0.2,SILENCE,NA,babble_53.wav,voldtægt_reversed.wav,himmel_reversed.wav,,,,,0,16,16,16,,,z,1.4420485420014302,Correct Rejection,0.8519567864666832,6776,001,2025-12-04_14-30-51,
absent,0.6,SILENCE,NA,babble_47.wav,varme_reversed.wav,violin_reversed.wav,,,,,0,17,17,17,,,z,1.23552354200001,Correct Rejection,0.5247533645130642,6776,001,2025-12-04_14-30-51,
present,0.3,hårnål_compressed.wav,hårnål,babble_98.wav,metal_reversed.wav,lampe_reversed.wav,,,,,0,18,18,18,,,z,0.8419301670001005,Miss,0.7277529234595559,6776,001,2025-12-04_14-30-51,
absent,0.1,SILENCE,NA,babble_28.wav,vindue_reversed.wav,krise_reversed.wav,,,,,0,19,19,19,,,z,0.9550962910034286,Correct Rejection,0.740113043673494,6776,001,2025-12-04_14-30-51,
absent,0.7,SILENCE,NA,babble_58.wav,offer_reversed.wav,salat_reversed.wav,,,,,0,20,20,20,,,z,1.4635982500003593,Correct Rejection,0.7038377100115477,6776,001,2025-12-04_14-30-51,
present,0.1,vindue_compressed.wav,vindue,babble_29.wav,sexet_reversed.wav,affald_reversed.wav,,,,,0,21,21,21,,,z,0.846573000002536,Miss,0.5812544526078368,6776,001,2025-12-04_14-30-51,
present,0.1,misbrug_compressed.wav,misbrug,babble_78.wav,gave_reversed.wav,konge_reversed.wav,,,,,0,22,22,22,,,m,0.71947683399776,Hit,1.2738870792973023,6776,001,2025-12-04_14-30-51,
absent,0.5,SILENCE,NA,babble_20.wav,humor_reversed.wav,ugle_reversed.wav,,,,,0,23,23,23,,,z,0.7545954169981997,Correct Rejection,1.2357250248440512,6776,001,2025-12-04_14-30-51,
absent,0.2,SILENCE,NA,babble_73.wav,tilfreds_reversed.wav,violin_reversed.wav,,,,,0,24,24,24,,,z,0.5922664589998021,Correct Rejection,0.9673302602237849,6776,001,2025-12-04_14-30-51,
absent,0.1,SILENCE,NA,babble_98.wav,ørken_reversed.wav,latter_reversed.wav,,,,,0,25,25,25,,,z,0.9449347079971631,Correct Rejection,1.2075500260269396,6776,001,2025-12-04_14-30-51,
present,0.2,nøgle_compressed.wav,nøgle,babble_56.wav,slave_reversed.wav,ankel_reversed.wav,,,,,0,26,26,26,,,m,1.1015407920021971,Hit,0.8865644119443447,6776,001,2025-12-04_14-30-51,
absent,0.3,SILENCE,NA,babble_37.wav,bifald_reversed.wav,sexet_reversed.wav,,,,,0,27,27,27,,,z,0.7247810419976304,Correct Rejection,0.8537862574143591,6776,001,2025-12-04_14-30-51,
present,0.1,minder_compressed.wav,minder,babble_31.wav,fremskridt_reversed.wav,illoyal_reversed.wav,,,,,0,28,28,28,,,m,0.8475952499975392,Hit,0.8281749950136078,6776,001,2025-12-04_14-30-51,
present,0.7,sæde_compressed.wav,sæde,babble_83.wav,cirkel_reversed.wav,selvmord_reversed.wav,,,,,0,29,29,29,,,z,0.6493472080001084,Miss,1.3585863468541142,6776,001,2025-12-04_14-30-51,
absent,0.7,SILENCE,NA,babble_74.wav,redskab_reversed.wav,forkert_reversed.wav,,,,,0,30,30,30,,,z,0.6465624169977673,Correct Rejection,0.9987270608373989,6776,001,2025-12-04_14-30-51,
absent,0.4,SILENCE,NA,babble_79.wav,lampe_reversed.wav,genstand_reversed.wav,,,,,0,31,31,31,,,z,0.8710380000011355,Correct Rejection,1.1050538890240815,6776,001,2025-12-04_14-30-51,
absent,0.2,SILENCE,NA,babble_15.wav,vinde_reversed.wav,redning_reversed.wav,,,,,0,32,32,32,,,z,0.4776960839990352,Correct Rejection,0.9049353272007111,6776,001,2025-12-04_14-30-51,
present,0.2,morder_compressed.wav,morder,babble_38.wav,ensom_reversed.wav,magisk_reversed.wav,,,,,0,33,33,33,,,z,0.4769659170015075,Miss,0.7405496431147685,6776,001,2025-12-04_14-30-51,
present,0.4,kæle_compressed.wav,kæle,babble_91.wav,latter_reversed.wav,lærer_reversed.wav,,,,,0,34,34,34,,,z,0.7966601250009262,Miss,0.8732024913934922,6776,001,2025-12-04_14-30-51,
present,0.5,skuffe_compressed.wav,skuffe,babble_62.wav,ankel_reversed.wav,nedbrud_reversed.wav,,,,,0,35,35,35,,,z,1.2413629590009805,Miss,0.710112035586483,6776,001,2025-12-04_14-30-51,
