trial_i,prime_file,prime_valence,correct_word,distractor_word,babbling_file,mask1_file,mask2_file,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,main.thisRepN,main.thisTrialN,main.thisN,main.thisIndex,response_key,rt,correct_key,accuracy,left_word,right_word,Participant ID,Session,date,
61,forår_compressed.wav,positive,forår,kujon,babble_88.wav,fjendtlig_reversed.wav,giftig_reversed.wav,,,,,0,6,6,6,left,0.3485689163208008,left,1,forår,kujon,1119,001,2025-11-28_15-35-59,
38,mave_compressed.wav,neutral,mave,afskyr,babble_91.wav,voldtægt_reversed.wav,succes_reversed.wav,,,,,0,7,7,7,right,0.7272439002990723,right,1,afskyr,mave,1119,001,2025-11-28_15-35-59,
89,sandhed_compressed.wav,positive,sandhed,himmel,babble_56.wav,redning_reversed.wav,patent_reversed.wav,,,,,0,8,8,8,right,0.5360591411590576,right,1,himmel,sandhed,1119,001,2025-11-28_15-35-59,
87,finger_compressed.wav,neutral,finger,frelser,babble_15.wav,ønske_reversed.wav,hjerte_reversed.wav,,,,,0,9,9,9,left,2.4021451473236084,left,1,finger,frelser,1119,001,2025-11-28_15-35-59,
28,jubel_compressed.wav,positive,jubel,beundret,babble_46.wav,blodig_reversed.wav,tumor_reversed.wav,,,,,0,10,10,10,right,1.1072018146514893,right,1,beundret,jubel,1119,001,2025-11-28_15-35-59,
86,redskab_compressed.wav,neutral,redskab,enhed,babble_42.wav,frihed_reversed.wav,metal_reversed.wav,,,,,0,11,11,11,left,0.5948729515075684,left,1,redskab,enhed,1119,001,2025-11-28_15-35-59,
64,nonsens_compressed.wav,neutral,nonsens,regnbue,babble_55.wav,sexet_reversed.wav,lærer_reversed.wav,,,,,0,12,12,12,left,1.2236111164093018,left,1,nonsens,regnbue,1119,001,2025-11-28_15-35-59,
79,lyse_compressed.wav,positive,lyse,modgang,babble_63.wav,respekt_reversed.wav,sexet_reversed.wav,,,,,0,13,13,13,left,0.37198805809020996,left,1,lyse,modgang,1119,001,2025-11-28_15-35-59,
26,gaffel_compressed.wav,neutral,gaffel,drukne,babble_52.wav,rabies_reversed.wav,hånlig_reversed.wav,,,,,0,14,14,14,right,1.0277328491210938,right,1,drukne,gaffel,1119,001,2025-11-28_15-35-59,
69,skade_compressed.wav,negative,skade,stjerne,babble_60.wav,morder_reversed.wav,nonsens_reversed.wav,,,,,0,15,15,15,left,0.7456319332122803,right,0,stjerne,skade,1119,001,2025-11-28_15-35-59,
48,tortur_compressed.wav,negative,tortur,nedbrud,babble_10.wav,opstemt_reversed.wav,rådden_reversed.wav,,,,,0,16,16,16,left,0.6646361351013184,left,1,tortur,nedbrud,1119,001,2025-11-28_15-35-59,
55,genert_compressed.wav,neutral,genert,motor,babble_88.wav,søsyg_reversed.wav,lampe_reversed.wav,,,,,0,17,17,17,left,0.43598413467407227,left,1,genert,motor,1119,001,2025-11-28_15-35-59,
90,engel_compressed.wav,positive,engel,forpint,babble_45.wav,kage_reversed.wav,kujon_reversed.wav,,,,,0,18,18,18,right,1.083940029144287,left,0,engel,forpint,1119,001,2025-11-28_15-35-59,
36,konkurs_compressed.wav,negative,konkurs,tortur,babble_4.wav,fase_reversed.wav,modgang_reversed.wav,,,,,0,19,19,19,right,0.8387417793273926,right,1,tortur,konkurs,1119,001,2025-11-28_15-35-59,
14,vandal_compressed.wav,negative,vandal,nonsens,babble_93.wav,konkurs_reversed.wav,kugle_reversed.wav,,,,,0,20,20,20,right,1.3496692180633545,right,1,nonsens,vandal,1119,001,2025-11-28_15-35-59,
77,fjendtlig_compressed.wav,negative,fjendtlig,tumor,babble_32.wav,viden_reversed.wav,blomstre_reversed.wav,,,,,0,21,21,21,right,1.0930898189544678,right,1,tumor,fjendtlig,1119,001,2025-11-28_15-35-59,
62,drukne_compressed.wav,negative,drukne,borddug,babble_43.wav,finger_reversed.wav,kande_reversed.wav,,,,,0,22,22,22,right,1.9388010501861572,right,1,borddug,drukne,1119,001,2025-11-28_15-35-59,
39,gidsel_compressed.wav,negative,gidsel,himlen,babble_40.wav,sollys_reversed.wav,taber_reversed.wav,,,,,0,23,23,23,right,1.1722691059112549,right,1,himlen,gidsel,1119,001,2025-11-28_15-35-59,
70,grimme_compressed.wav,negative,grimme,afvist,babble_74.wav,passion_reversed.wav,lyse_reversed.wav,,,,,0,24,24,24,right,1.512542963027954,right,1,afvist,grimme,1119,001,2025-11-28_15-35-59,
56,taxa_compressed.wav,neutral,taxa,ærlig,babble_67.wav,genstand_reversed.wav,nedbrud_reversed.wav,,,,,0,25,25,25,left,0.7629342079162598,left,1,taxa,ærlig,1119,001,2025-11-28_15-35-59,
20,misbrug_compressed.wav,negative,misbrug,himmel,babble_40.wav,spise_reversed.wav,salat_reversed.wav,,,,,0,26,26,26,right,0.9536018371582031,right,1,himmel,misbrug,1119,001,2025-11-28_15-35-59,
6,offer_compressed.wav,negative,offer,ønske,babble_61.wav,pude_reversed.wav,krise_reversed.wav,,,,,0,27,27,27,right,0.8443529605865479,right,1,ønske,offer,1119,001,2025-11-28_15-35-59,
71,væmmes_compressed.wav,negative,væmmes,skønhed,babble_67.wav,accept_reversed.wav,himmel_reversed.wav,,,,,0,28,28,28,left,0.8336479663848877,left,1,væmmes,skønhed,1119,001,2025-11-28_15-35-59,
53,violin_compressed.wav,neutral,violin,kæle,babble_94.wav,søsyg_reversed.wav,fedme_reversed.wav,,,,,0,29,29,29,left,1.3978371620178223,right,0,kæle,violin,1119,001,2025-11-28_15-35-59,
35,morder_compressed.wav,negative,morder,smerte,babble_6.wav,spænding_reversed.wav,diamant_reversed.wav,,,,,0,30,30,30,right,0.6389150619506836,right,1,smerte,morder,1119,001,2025-11-28_15-35-59,
22,redning_compressed.wav,positive,redning,affald,babble_31.wav,lyse_reversed.wav,sandhed_reversed.wav,,,,,0,31,31,31,right,0.599510908126831,right,1,affald,redning,1119,001,2025-11-28_15-35-59,
2,vandfald_compressed.wav,positive,vandfald,ørken,babble_37.wav,putte_reversed.wav,konge_reversed.wav,,,,,0,32,32,32,right,1.2722880840301514,right,1,ørken,vandfald,1119,001,2025-11-28_15-35-59,
3,finger_compressed.wav,neutral,finger,glæde,babble_48.wav,rædsel_reversed.wav,himmel_reversed.wav,,,,,0,33,33,33,left,0.9390139579772949,left,1,finger,glæde,1119,001,2025-11-28_15-35-59,
52,flirte_compressed.wav,positive,flirte,varme,babble_65.wav,ørken_reversed.wav,krise_reversed.wav,,,,,0,34,34,34,right,1.0869839191436768,right,1,varme,flirte,1119,001,2025-11-28_15-35-59,
42,poesi_compressed.wav,neutral,poesi,accept,babble_56.wav,spænding_reversed.wav,jubel_reversed.wav,,,,,0,35,35,35,right,0.7679030895233154,right,1,accept,poesi,1119,001,2025-11-28_15-35-59,
60,luksus_compressed.wav,positive,luksus,kvæles,babble_47.wav,oprørt_reversed.wav,lampe_reversed.wav,,,,,0,36,36,36,right,0.6658411026000977,right,1,kvæles,luksus,1119,001,2025-11-28_15-35-59,
25,luksus_compressed.wav,positive,luksus,putte,babble_55.wav,sollys_reversed.wav,kande_reversed.wav,,,,,0,37,37,37,left,0.6169528961181641,left,1,luksus,putte,1119,001,2025-11-28_15-35-59,
15,vindue_compressed.wav,neutral,vindue,violin,babble_58.wav,grusom_reversed.wav,maling_reversed.wav,,,,,0,38,38,38,left,0.6126339435577393,left,1,vindue,violin,1119,001,2025-11-28_15-35-59,
67,vinde_compressed.wav,positive,vinde,festlig,babble_87.wav,salat_reversed.wav,skyldig_reversed.wav,,,,,0,39,39,39,right,0.8073880672454834,right,1,festlig,vinde,1119,001,2025-11-28_15-35-59,
17,sygdom_compressed.wav,negative,sygdom,salat,babble_9.wav,rådden_reversed.wav,slagtning_reversed.wav,,,,,0,40,40,40,left,0.5310149192810059,left,1,sygdom,salat,1119,001,2025-11-28_15-35-59,
81,vindue_compressed.wav,neutral,vindue,ære,babble_27.wav,gaffel_reversed.wav,violin_reversed.wav,,,,,0,41,41,41,right,0.8762679100036621,right,1,ære,vindue,1119,001,2025-11-28_15-35-59,
51,brænde_compressed.wav,negative,brænde,bryllup,babble_24.wav,frygtsom_reversed.wav,fremskridt_reversed.wav,,,,,0,42,42,42,left,0.7780370712280273,left,1,brænde,bryllup,1119,001,2025-11-28_15-35-59,
30,modgang_compressed.wav,negative,modgang,vinde,babble_85.wav,brænde_reversed.wav,mester_reversed.wav,,,,,0,43,43,43,left,1.3398089408874512,right,0,vinde,modgang,1119,001,2025-11-28_15-35-59,
83,kontor_compressed.wav,neutral,kontor,leder,babble_47.wav,skyldig_reversed.wav,enhed_reversed.wav,,,,,0,44,44,44,left,0.403033971786499,left,1,kontor,leder,1119,001,2025-11-28_15-35-59,
65,pude_compressed.wav,positive,pude,putte,babble_0.wav,kage_reversed.wav,ankel_reversed.wav,,,,,0,45,45,45,left,0.7558908462524414,left,1,pude,putte,1119,001,2025-11-28_15-35-59,
29,viden_compressed.wav,positive,viden,giftig,babble_67.wav,avis_reversed.wav,oprørt_reversed.wav,,,,,0,46,46,46,left,0.7889590263366699,left,1,viden,giftig,1119,001,2025-11-28_15-35-59,
63,morder_compressed.wav,negative,morder,bygning,babble_26.wav,lampe_reversed.wav,brænde_reversed.wav,,,,,0,47,47,47,left,0.4879450798034668,left,1,morder,bygning,1119,001,2025-11-28_15-35-59,
72,kedel_compressed.wav,neutral,kedel,misbrug,babble_44.wav,nonsens_reversed.wav,trofæ_reversed.wav,,,,,0,48,48,48,right,0.8352890014648438,right,1,misbrug,kedel,1119,001,2025-11-28_15-35-59,
12,frygtsom_compressed.wav,negative,frygtsom,kæle,babble_83.wav,natur_reversed.wav,borddug_reversed.wav,,,,,0,49,49,49,right,0.8003690242767334,right,1,kæle,frygtsom,1119,001,2025-11-28_15-35-59,
46,bange_compressed.wav,negative,bange,pervers,babble_19.wav,forpint_reversed.wav,hjerte_reversed.wav,,,,,0,50,50,50,left,0.4347720146179199,left,1,bange,pervers,1119,001,2025-11-28_15-35-59,
4,grusom_compressed.wav,negative,grusom,mester,babble_73.wav,lærer_reversed.wav,røver_reversed.wav,,,,,0,51,51,51,right,0.42572593688964844,right,1,mester,grusom,1119,001,2025-11-28_15-35-59,
58,kugle_compressed.wav,neutral,kugle,diamant,babble_42.wav,plakat_reversed.wav,affald_reversed.wav,,,,,0,52,52,52,left,1.0345478057861328,left,1,kugle,diamant,1119,001,2025-11-28_15-35-59,
76,talent_compressed.wav,positive,talent,sæde,babble_79.wav,metal_reversed.wav,giftig_reversed.wav,,,,,0,53,53,53,right,1.1724801063537598,right,1,sæde,talent,1119,001,2025-11-28_15-35-59,
34,pjece_compressed.wav,neutral,pjece,intim,babble_82.wav,natur_reversed.wav,gave_reversed.wav,,,,,0,54,54,54,left,0.6870341300964355,left,1,pjece,intim,1119,001,2025-11-28_15-35-59,
82,festlig_compressed.wav,positive,festlig,sæde,babble_77.wav,slagtning_reversed.wav,motor_reversed.wav,,,,,0,55,55,55,left,1.579759120941162,left,1,festlig,sæde,1119,001,2025-11-28_15-35-59,
40,avis_compressed.wav,neutral,avis,kærtegn,babble_94.wav,bange_reversed.wav,bifald_reversed.wav,,,,,0,56,56,56,left,0.4840869903564453,left,1,avis,kærtegn,1119,001,2025-11-28_15-35-59,
27,engel_compressed.wav,positive,engel,smerte,babble_58.wav,talent_reversed.wav,brænde_reversed.wav,,,,,0,57,57,57,right,1.0365819931030273,right,1,smerte,engel,1119,001,2025-11-28_15-35-59,
1,afvist_compressed.wav,negative,afvist,nøgle,babble_86.wav,taxa_reversed.wav,sejre_reversed.wav,,,,,0,58,58,58,right,0.5776979923248291,right,1,nøgle,afvist,1119,001,2025-11-28_15-35-59,
85,genstand_compressed.wav,neutral,genstand,rådden,babble_99.wav,traume_reversed.wav,humor_reversed.wav,,,,,0,59,59,59,right,0.5480260848999023,right,1,rådden,genstand,1119,001,2025-11-28_15-35-59,
54,tumor_compressed.wav,negative,tumor,baby,babble_25.wav,slagtning_reversed.wav,traume_reversed.wav,,,,,0,60,60,60,left,0.4451260566711426,left,1,tumor,baby,1119,001,2025-11-28_15-35-59,
80,nonsens_compressed.wav,neutral,nonsens,maling,babble_29.wav,fiasko_reversed.wav,konkurs_reversed.wav,,,,,0,61,61,61,right,0.7417500019073486,right,1,maling,nonsens,1119,001,2025-11-28_15-35-59,
49,frihed_compressed.wav,positive,frihed,nonsens,babble_3.wav,væmmes_reversed.wav,lækker_reversed.wav,,,,,0,62,62,62,right,0.5339350700378418,right,1,nonsens,frihed,1119,001,2025-11-28_15-35-59,
66,kontor_compressed.wav,neutral,kontor,krise,babble_61.wav,venlig_reversed.wav,giftig_reversed.wav,,,,,0,63,63,63,right,0.5187721252441406,right,1,krise,kontor,1119,001,2025-11-28_15-35-59,
68,fiasko_compressed.wav,negative,fiasko,genstand,babble_49.wav,fængsel_reversed.wav,giftig_reversed.wav,,,,,0,64,64,64,left,0.43877387046813965,left,1,fiasko,genstand,1119,001,2025-11-28_15-35-59,
13,gaffel_compressed.wav,neutral,gaffel,oprørt,babble_99.wav,vandal_reversed.wav,nonne_reversed.wav,,,,,0,65,65,65,right,1.6130530834197998,right,1,oprørt,gaffel,1119,001,2025-11-28_15-35-59,
11,krise_compressed.wav,negative,krise,vindue,babble_86.wav,bygning_reversed.wav,passion_reversed.wav,,,,,0,66,66,66,right,0.7300140857696533,right,1,vindue,krise,1119,001,2025-11-28_15-35-59,
33,taxa_compressed.wav,neutral,taxa,frelser,babble_37.wav,gidsel_reversed.wav,selvmord_reversed.wav,,,,,0,67,67,67,right,0.48424506187438965,right,1,frelser,taxa,1119,001,2025-11-28_15-35-59,
43,flirte_compressed.wav,positive,flirte,diamant,babble_35.wav,søsyg_reversed.wav,brutal_reversed.wav,,,,,0,68,68,68,right,0.6251440048217773,right,1,diamant,flirte,1119,001,2025-11-28_15-35-59,
37,sæde_compressed.wav,neutral,sæde,slave,babble_38.wav,pjece_reversed.wav,himmel_reversed.wav,,,,,0,69,69,69,left,0.8311350345611572,left,1,sæde,slave,1119,001,2025-11-28_15-35-59,
5,oprørt_compressed.wav,negative,oprørt,sollys,babble_83.wav,morder_reversed.wav,sindssyg_reversed.wav,,,,,0,70,70,70,right,1.794611930847168,left,0,oprørt,sollys,1119,001,2025-11-28_15-35-59,
59,boble_compressed.wav,neutral,boble,bygning,babble_45.wav,kugle_reversed.wav,trofæ_reversed.wav,,,,,0,71,71,71,right,2.2580769062042236,right,1,bygning,boble,1119,001,2025-11-28_15-35-59,
9,sygdom_compressed.wav,negative,sygdom,fedme,babble_62.wav,rotte_reversed.wav,modgang_reversed.wav,,,,,0,72,72,72,left,1.5136499404907227,left,1,sygdom,fedme,1119,001,2025-11-28_15-35-59,
50,respekt_compressed.wav,positive,respekt,hader,babble_93.wav,selvmord_reversed.wav,sygdom_reversed.wav,,,,,0,73,73,73,left,2.6500542163848877,left,1,respekt,hader,1119,001,2025-11-28_15-35-59,
21,cirkus_compressed.wav,positive,cirkus,illoyal,babble_36.wav,vinde_reversed.wav,heldig_reversed.wav,,,,,0,74,74,74,left,0.9380569458007812,left,1,cirkus,illoyal,1119,001,2025-11-28_15-35-59,
47,patent_compressed.wav,neutral,patent,feber,babble_25.wav,kage_reversed.wav,sollys_reversed.wav,,,,,0,75,75,75,left,0.4853038787841797,left,1,patent,feber,1119,001,2025-11-28_15-35-59,
31,bombe_compressed.wav,negative,bombe,ensom,babble_91.wav,himmel_reversed.wav,ugle_reversed.wav,,,,,0,76,76,76,left,0.9410369396209717,left,1,bombe,ensom,1119,001,2025-11-28_15-35-59,
16,talent_compressed.wav,positive,talent,djævel,babble_73.wav,trofæ_reversed.wav,koldbrand_reversed.wav,,,,,0,77,77,77,right,0.44690513610839844,right,1,djævel,talent,1119,001,2025-11-28_15-35-59,
24,genstand_compressed.wav,neutral,genstand,konkurs,babble_76.wav,bifald_reversed.wav,ledning_reversed.wav,,,,,0,78,78,78,left,0.44775891304016113,left,1,genstand,konkurs,1119,001,2025-11-28_15-35-59,
18,kage_compressed.wav,positive,kage,spænding,babble_1.wav,diamant_reversed.wav,ønske_reversed.wav,,,,,0,79,79,79,right,0.452131986618042,right,1,spænding,kage,1119,001,2025-11-28_15-35-59,
23,fjendtlig_compressed.wav,negative,fjendtlig,ugle,babble_35.wav,forkert_reversed.wav,fængsel_reversed.wav,,,,,0,80,80,80,left,0.5003900527954102,left,1,fjendtlig,ugle,1119,001,2025-11-28_15-35-59,
44,mester_compressed.wav,positive,mester,selvmord,babble_92.wav,flirte_reversed.wav,voldtægt_reversed.wav,,,,,0,81,81,81,left,0.7707390785217285,left,1,mester,selvmord,1119,001,2025-11-28_15-35-59,
88,røver_compressed.wav,negative,røver,heldig,babble_14.wav,finger_reversed.wav,himmel_reversed.wav,,,,,0,82,82,82,left,0.7683260440826416,left,1,røver,heldig,1119,001,2025-11-28_15-35-59,
84,nøgle_compressed.wav,neutral,nøgle,penge,babble_5.wav,slave_reversed.wav,gade_reversed.wav,,,,,0,83,83,83,right,0.8700149059295654,right,1,penge,nøgle,1119,001,2025-11-28_15-35-59,
41,poesi_compressed.wav,neutral,poesi,vindue,babble_67.wav,natur_reversed.wav,ketchup_reversed.wav,,,,,0,84,84,84,left,1.372471809387207,left,1,poesi,vindue,1119,001,2025-11-28_15-35-59,
