trial_i,face_file,prime_file,prime_valence,babbling_file,mask1_file,mask2_file,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,main.thisRepN,main.thisTrialN,main.thisN,main.thisIndex,thisRow.t,notes,response_key,rt,Participant ID,Session,date,
35,AF28HAS.JPG,SILENCE,no-prime,babble_48.wav,konge_reversed.wav,varme_reversed.wav,,,,,0,6,6,6,,,7,1.0810309000007692,1738,001,2025-11-27_13-52-04,
156,AF23ANS.JPG,utro_compressed.wav,negative,babble_7.wav,kærtegn_reversed.wav,kedel_reversed.wav,,,,,0,7,7,7,,,3,0.22950119999950402,1738,001,2025-11-27_13-52-04,
95,AM01ANS.JPG,gratis_compressed.wav,positive,babble_89.wav,dæmon_reversed.wav,fjendtlig_reversed.wav,,,,,0,8,8,8,,,3,0.3407179999994696,1738,001,2025-11-27_13-52-04,
145,AM34HAS.JPG,albue_compressed.wav,neutral,babble_19.wav,sandhed_reversed.wav,diamant_reversed.wav,,,,,0,9,9,9,,,8,0.13636849999966216,1738,001,2025-11-27_13-52-04,
98,AF33ANS.JPG,grimme_compressed.wav,negative,babble_5.wav,tortur_reversed.wav,skønhed_reversed.wav,,,,,0,10,10,10,,,3,0.4157176000007894,1738,001,2025-11-27_13-52-04,
168,AF12NES.JPG,humor_compressed.wav,positive,babble_52.wav,nøgle_reversed.wav,konkurs_reversed.wav,,,,,0,11,11,11,,,4,0.9156538000006549,1738,001,2025-11-27_13-52-04,
11,AM10NES.JPG,morder_compressed.wav,negative,babble_78.wav,oprør_reversed.wav,fængsel_reversed.wav,,,,,0,12,12,12,,,4,0.24292290000084904,1738,001,2025-11-27_13-52-04,
139,AF31HAS.JPG,pjece_compressed.wav,neutral,babble_51.wav,frihed_reversed.wav,smerte_reversed.wav,,,,,0,13,13,13,,,7,0.3534737000009045,1738,001,2025-11-27_13-52-04,
83,AM15ANS.JPG,frelser_compressed.wav,positive,babble_16.wav,cirkel_reversed.wav,maling_reversed.wav,,,,,0,14,14,14,,,3,0.5995165999993333,1738,001,2025-11-27_13-52-04,
164,AF34NES.JPG,kande_compressed.wav,neutral,babble_93.wav,kujon_reversed.wav,skuffe_reversed.wav,,,,,0,15,15,15,,,4,0.24312340000142285,1738,001,2025-11-27_13-52-04,
133,AM27HAS.JPG,ørken_compressed.wav,negative,babble_2.wav,taber_reversed.wav,kiste_reversed.wav,,,,,0,16,16,16,,,6,0.1993365000016638,1738,001,2025-11-27_13-52-04,
124,AF35ANS.JPG,SILENCE,no-prime,babble_22.wav,nøgle_reversed.wav,gratis_reversed.wav,,,,,0,17,17,17,,,3,0.24149469999974826,1738,001,2025-11-27_13-52-04,
47,AF22NES.JPG,brutal_compressed.wav,negative,babble_49.wav,ørken_reversed.wav,kujon_reversed.wav,,,,,0,18,18,18,,,4,1.1275808999998844,1738,001,2025-11-27_13-52-04,
50,AF15NES.JPG,forpint_compressed.wav,negative,babble_8.wav,misbrug_reversed.wav,illoyal_reversed.wav,,,,,0,19,19,19,,,6,0.44377689999964787,1738,001,2025-11-27_13-52-04,
135,AF15HAS.JPG,dæmon_compressed.wav,negative,babble_59.wav,smerte_reversed.wav,dollar_reversed.wav,,,,,0,20,20,20,,,6,0.23725970000123198,1738,001,2025-11-27_13-52-04,
112,AM32ANS.JPG,spænding_compressed.wav,positive,babble_54.wav,metal_reversed.wav,drukne_reversed.wav,,,,,0,21,21,21,,,6,1.2736908999995649,1738,001,2025-11-27_13-52-04,
122,AM33ANS.JPG,grusom_compressed.wav,negative,babble_59.wav,kæle_reversed.wav,frihed_reversed.wav,,,,,0,22,22,22,,,4,0.25312060000032943,1738,001,2025-11-27_13-52-04,
111,AF28NES.JPG,blodig_compressed.wav,negative,babble_65.wav,pjece_reversed.wav,trussel_reversed.wav,,,,,0,23,23,23,,,3,0.25460390000080224,1738,001,2025-11-27_13-52-04,
129,AF09ANS.JPG,bombe_compressed.wav,negative,babble_52.wav,nonne_reversed.wav,brænde_reversed.wav,,,,,0,24,24,24,,,3,1.2181473999989976,1738,001,2025-11-27_13-52-04,
116,AF29HAS.JPG,illoyal_compressed.wav,negative,babble_4.wav,drukne_reversed.wav,hånlig_reversed.wav,,,,,0,25,25,25,,,7,0.2073824000017339,1738,001,2025-11-27_13-52-04,
96,AM17HAS.JPG,SILENCE,no-prime,babble_50.wav,gade_reversed.wav,nonne_reversed.wav,,,,,0,26,26,26,,,8,0.26952820000042266,1738,001,2025-11-27_13-52-04,
75,AM29HAS.JPG,fjendtlig_compressed.wav,negative,babble_75.wav,flirte_reversed.wav,vandal_reversed.wav,,,,,0,27,27,27,,,7,0.23013620000165247,1738,001,2025-11-27_13-52-04,
28,AM11ANS.JPG,motor_compressed.wav,neutral,babble_23.wav,tilfreds_reversed.wav,pervers_reversed.wav,,,,,0,28,28,28,,,3,0.3378738000010344,1738,001,2025-11-27_13-52-04,
4,AF13HAS.JPG,ønske_compressed.wav,positive,babble_94.wav,traume_reversed.wav,kiste_reversed.wav,,,,,0,29,29,29,,,9,0.19616189999942435,1738,001,2025-11-27_13-52-04,
20,AF11HAS.JPG,SILENCE,no-prime,babble_17.wav,traume_reversed.wav,patent_reversed.wav,,,,,0,30,30,30,,,9,0.17547130000093603,1738,001,2025-11-27_13-52-04,
102,AM03NES.JPG,traume_compressed.wav,negative,babble_19.wav,nonsens_reversed.wav,gaffel_reversed.wav,,,,,0,31,31,31,,,3,0.5815889000004972,1738,001,2025-11-27_13-52-04,
153,AM24NES.JPG,oprørt_compressed.wav,negative,babble_23.wav,lækker_reversed.wav,rigdom_reversed.wav,,,,,0,32,32,32,,,4,0.606999800000267,1738,001,2025-11-27_13-52-04,
36,AF05ANS.JPG,forfald_compressed.wav,negative,babble_86.wav,skade_reversed.wav,motor_reversed.wav,,,,,0,33,33,33,,,2,0.26562659999945026,1738,001,2025-11-27_13-52-04,
73,AF05NES.JPG,intim_compressed.wav,positive,babble_71.wav,sygdom_reversed.wav,nonsens_reversed.wav,,,,,0,34,34,34,,,6,0.31705349999901955,1738,001,2025-11-27_13-52-04,
33,AM05NES.JPG,rædsel_compressed.wav,negative,babble_42.wav,gade_reversed.wav,jubel_reversed.wav,,,,,0,35,35,35,,,3,0.2996003999996901,1738,001,2025-11-27_13-52-04,
39,AM31NES.JPG,baby_compressed.wav,positive,babble_40.wav,nonne_reversed.wav,lækker_reversed.wav,,,,,0,36,36,36,,,4,0.22077009999884467,1738,001,2025-11-27_13-52-04,
178,AM22ANS.JPG,fængsel_compressed.wav,negative,babble_82.wav,redskab_reversed.wav,bombe_reversed.wav,,,,,0,37,37,37,,,1,0.21718110000074375,1738,001,2025-11-27_13-52-04,
63,AF13ANS.JPG,kande_compressed.wav,neutral,babble_22.wav,forpint_reversed.wav,latter_reversed.wav,,,,,0,38,38,38,,,1,0.08139499999924737,1738,001,2025-11-27_13-52-04,
77,AF21HAS.JPG,misbrug_compressed.wav,negative,babble_12.wav,slagtning_reversed.wav,frihed_reversed.wav,,,,,0,39,39,39,,,8,0.18076139999902807,1738,001,2025-11-27_13-52-04,
82,AM02ANS.JPG,minder_compressed.wav,positive,babble_4.wav,væmmes_reversed.wav,hader_reversed.wav,,,,,0,40,40,40,,,2,0.6823087000011583,1738,001,2025-11-27_13-52-04,
70,AM20HAS.JPG,heldig_compressed.wav,positive,babble_71.wav,kærtegn_reversed.wav,museum_reversed.wav,,,,,0,41,41,41,,,8,0.20162540000092122,1738,001,2025-11-27_13-52-04,
123,AM10ANS.JPG,skyldig_compressed.wav,negative,babble_20.wav,boble_reversed.wav,cirkel_reversed.wav,,,,,0,42,42,42,,,1,0.2176275000001624,1738,001,2025-11-27_13-52-04,
118,AM23ANS.JPG,borddug_compressed.wav,neutral,babble_85.wav,opstemt_reversed.wav,kujon_reversed.wav,,,,,0,43,43,43,,,3,0.17039459999978135,1738,001,2025-11-27_13-52-04,
157,AM07ANS.JPG,dæmon_compressed.wav,negative,babble_30.wav,hjerte_reversed.wav,blomstre_reversed.wav,,,,,0,44,44,44,,,2,0.18947269999989658,1738,001,2025-11-27_13-52-04,
190,AM19NES.JPG,respekt_compressed.wav,positive,babble_63.wav,gratis_reversed.wav,mave_reversed.wav,,,,,0,45,45,45,,,6,0.29681299999901967,1738,001,2025-11-27_13-52-04,
125,AM24HAS.JPG,flirte_compressed.wav,positive,babble_33.wav,opstemt_reversed.wav,blomstre_reversed.wav,,,,,0,46,46,46,,,7,0.2478425999997853,1738,001,2025-11-27_13-52-04,
25,AF03ANS.JPG,hjerte_compressed.wav,positive,babble_57.wav,ketchup_reversed.wav,poesi_reversed.wav,,,,,0,47,47,47,,,2,0.6086371999990661,1738,001,2025-11-27_13-52-04,
32,AF30ANS.JPG,trofæ_compressed.wav,positive,babble_61.wav,krise_reversed.wav,spise_reversed.wav,,,,,0,48,48,48,,,2,0.19468439999945986,1738,001,2025-11-27_13-52-04,
177,AF02HAS.JPG,SILENCE,no-prime,babble_25.wav,dæmon_reversed.wav,illoyal_reversed.wav,,,,,0,49,49,49,,,8,0.37359530000139785,1738,001,2025-11-27_13-52-04,
113,AF23HAS.JPG,grimme_compressed.wav,negative,babble_47.wav,poesi_reversed.wav,leder_reversed.wav,,,,,0,50,50,50,,,8,0.17286439999952563,1738,001,2025-11-27_13-52-04,
200,AM13ANS.JPG,bygning_compressed.wav,neutral,babble_80.wav,tilfreds_reversed.wav,rotte_reversed.wav,,,,,0,51,51,51,,,2,0.19308950000049663,1738,001,2025-11-27_13-52-04,
158,AM26NES.JPG,spænding_compressed.wav,positive,babble_13.wav,grusom_reversed.wav,beskidt_reversed.wav,,,,,0,52,52,52,,,4,0.25183710000055726,1738,001,2025-11-27_13-52-04,
7,AM04HAS.JPG,væmmes_compressed.wav,negative,babble_44.wav,smerte_reversed.wav,pude_reversed.wav,,,,,0,53,53,53,,,8,0.1775433000002522,1738,001,2025-11-27_13-52-04,
183,AM06ANS.JPG,vinde_compressed.wav,positive,babble_67.wav,gave_reversed.wav,diamant_reversed.wav,,,,,0,54,54,54,,,3,0.15863449999960721,1738,001,2025-11-27_13-52-04,
22,AF04HAS.JPG,natur_compressed.wav,positive,babble_22.wav,luksus_reversed.wav,gaffel_reversed.wav,,,,,0,55,55,55,,,9,0.16874190000089584,1738,001,2025-11-27_13-52-04,
9,AM19HAS.JPG,enhed_compressed.wav,neutral,babble_30.wav,ensom_reversed.wav,sæde_reversed.wav,,,,,0,56,56,56,,,9,0.29047019999961776,1738,001,2025-11-27_13-52-04,
196,AF21NES.JPG,skyldig_compressed.wav,negative,babble_8.wav,nonne_reversed.wav,boble_reversed.wav,,,,,0,57,57,57,,,6,0.16862679999940156,1738,001,2025-11-27_13-52-04,
54,AF29ANS.JPG,SILENCE,no-prime,babble_17.wav,opstemt_reversed.wav,vinde_reversed.wav,,,,,0,58,58,58,,,3,0.14679749999959313,1738,001,2025-11-27_13-52-04,
93,AF16ANS.JPG,SILENCE,no-prime,babble_43.wav,fedme_reversed.wav,albue_reversed.wav,,,,,0,59,59,59,,,1,0.17411619999984396,1738,001,2025-11-27_13-52-04,
41,AM11NES.JPG,SILENCE,no-prime,babble_63.wav,hader_reversed.wav,gave_reversed.wav,,,,,0,60,60,60,,,6,0.09928899999977148,1738,001,2025-11-27_13-52-04,
100,AM33HAS.JPG,patent_compressed.wav,neutral,babble_98.wav,gaffel_reversed.wav,taber_reversed.wav,,,,,0,61,61,61,,,4,0.3140129000003071,1738,001,2025-11-27_13-52-04,
12,AM17NES.JPG,pude_compressed.wav,positive,babble_83.wav,kæle_reversed.wav,skyldig_reversed.wav,,,,,0,62,62,62,,,4,0.1628655999993498,1738,001,2025-11-27_13-52-04,
37,AF16NES.JPG,udskud_compressed.wav,negative,babble_46.wav,lækker_reversed.wav,maling_reversed.wav,,,,,0,63,63,63,,,4,0.19768590000057884,1738,001,2025-11-27_13-52-04,
84,AF18NES.JPG,genstand_compressed.wav,neutral,babble_81.wav,bygning_reversed.wav,fase_reversed.wav,,,,,0,64,64,64,,,6,0.7188098000005994,1738,001,2025-11-27_13-52-04,
192,AM03ANS.JPG,krise_compressed.wav,negative,babble_42.wav,sæde_reversed.wav,sandhed_reversed.wav,,,,,0,65,65,65,,,1,0.21789469999930589,1738,001,2025-11-27_13-52-04,
49,AF10HAS.JPG,penge_compressed.wav,positive,babble_77.wav,kande_reversed.wav,skade_reversed.wav,,,,,0,66,66,66,,,8,0.40086089999931573,1738,001,2025-11-27_13-52-04,
10,AF06HAS.JPG,rådden_compressed.wav,negative,babble_43.wav,ørken_reversed.wav,selvmord_reversed.wav,,,,,0,67,67,67,,,9,0.03598690000035276,1738,001,2025-11-27_13-52-04,
159,AF25ANS.JPG,sejre_compressed.wav,positive,babble_39.wav,taxa_reversed.wav,voldtægt_reversed.wav,,,,,0,68,68,68,,,2,0.2249853000012081,1738,001,2025-11-27_13-52-04,
140,AF01NES.JPG,venlig_compressed.wav,positive,babble_18.wav,sandhed_reversed.wav,bange_reversed.wav,,,,,0,69,69,69,,,6,0.19014750000133063,1738,001,2025-11-27_13-52-04,
149,AF19ANS.JPG,salat_compressed.wav,neutral,babble_31.wav,skammel_reversed.wav,ugle_reversed.wav,,,,,0,70,70,70,,,4,0.07234819999939646,1738,001,2025-11-27_13-52-04,
180,AF20NES.JPG,intim_compressed.wav,positive,babble_53.wav,sollys_reversed.wav,nonsens_reversed.wav,,,,,0,71,71,71,,,6,0.5639628999997512,1738,001,2025-11-27_13-52-04,
34,AF31NES.JPG,viden_compressed.wav,positive,babble_80.wav,kiste_reversed.wav,forpint_reversed.wav,,,,,0,72,72,72,,,4,0.14799090000087745,1738,001,2025-11-27_13-52-04,
30,AF26HAS.JPG,fiasko_compressed.wav,negative,babble_19.wav,maling_reversed.wav,lyse_reversed.wav,,,,,0,73,73,73,,,6,0.18949030000112543,1738,001,2025-11-27_13-52-04,
194,AM08ANS.JPG,konge_compressed.wav,positive,babble_9.wav,beskidt_reversed.wav,flirte_reversed.wav,,,,,0,74,74,74,,,3,0.07711949999975332,1738,001,2025-11-27_13-52-04,
66,AF32NES.JPG,cirkel_compressed.wav,neutral,babble_76.wav,affald_reversed.wav,vandfald_reversed.wav,,,,,0,75,75,75,,,6,0.02150210000036168,1738,001,2025-11-27_13-52-04,
92,AF06ANS.JPG,regnbue_compressed.wav,positive,babble_41.wav,leder_reversed.wav,fjendtlig_reversed.wav,,,,,0,76,76,76,,,3,0.18373980000069423,1738,001,2025-11-27_13-52-04,
107,AM13NES.JPG,fremskridt_compressed.wav,positive,babble_63.wav,glæde_reversed.wav,latter_reversed.wav,,,,,0,77,77,77,,,6,0.15043749999858846,1738,001,2025-11-27_13-52-04,
38,AF07ANS.JPG,viden_compressed.wav,positive,babble_12.wav,forfald_reversed.wav,taber_reversed.wav,,,,,0,78,78,78,,,1,0.19692440000108036,1738,001,2025-11-27_13-52-04,
119,AF24NES.JPG,grimme_compressed.wav,negative,babble_26.wav,borddug_reversed.wav,marked_reversed.wav,,,,,0,79,79,79,,,6,0.060841299999083276,1738,001,2025-11-27_13-52-04,
105,AF33NES.JPG,gave_compressed.wav,positive,babble_27.wav,skønhed_reversed.wav,taber_reversed.wav,,,,,0,80,80,80,,,3,0.3014444000000367,1738,001,2025-11-27_13-52-04,
1,AF14NES.JPG,frihed_compressed.wav,positive,babble_13.wav,violin_reversed.wav,fængsel_reversed.wav,,,,,0,81,81,81,,,3,0.17735840000023018,1738,001,2025-11-27_13-52-04,
13,AM28NES.JPG,fiasko_compressed.wav,negative,babble_37.wav,affald_reversed.wav,blomstre_reversed.wav,,,,,0,82,82,82,,,4,0.18688099999963015,1738,001,2025-11-27_13-52-04,
40,AF02ANS.JPG,lyse_compressed.wav,positive,babble_4.wav,redning_reversed.wav,dæmpet_reversed.wav,,,,,0,83,83,83,,,4,0.07613869999840972,1738,001,2025-11-27_13-52-04,
86,AM25NES.JPG,genstand_compressed.wav,neutral,babble_21.wav,nedbrud_reversed.wav,leder_reversed.wav,,,,,0,84,84,84,,,4,0.30690709999907995,1738,001,2025-11-27_13-52-04,
15,AF04ANS.JPG,sikker_compressed.wav,positive,babble_12.wav,tilfreds_reversed.wav,dæmon_reversed.wav,,,,,0,85,85,85,,,3,0.19304839999858814,1738,001,2025-11-27_13-52-04,
161,AF09HAS.JPG,venlig_compressed.wav,positive,babble_41.wav,sollys_reversed.wav,koldbrand_reversed.wav,,,,,0,86,86,86,,,7,0.07287659999929019,1738,001,2025-11-27_13-52-04,
146,AF16HAS.JPG,ære_compressed.wav,positive,babble_56.wav,ferie_reversed.wav,pervers_reversed.wav,,,,,0,87,87,87,,,6,0.162118800000826,1738,001,2025-11-27_13-52-04,
198,AF19NES.JPG,redskab_compressed.wav,neutral,babble_68.wav,koldbrand_reversed.wav,luksus_reversed.wav,,,,,0,88,88,88,,,4,0.2838835000002291,1738,001,2025-11-27_13-52-04,
150,AM19ANS.JPG,SILENCE,no-prime,babble_57.wav,museum_reversed.wav,fase_reversed.wav,,,,,0,89,89,89,,,3,0.19353869999940798,1738,001,2025-11-27_13-52-04,
171,AM26HAS.JPG,konge_compressed.wav,positive,babble_56.wav,fængsel_reversed.wav,sandhed_reversed.wav,,,,,0,90,90,90,,,6,0.22099460000026738,1738,001,2025-11-27_13-52-04,
29,AM12ANS.JPG,beskidt_compressed.wav,negative,babble_17.wav,pude_reversed.wav,redning_reversed.wav,,,,,0,91,91,91,,,3,0.13469079999958922,1738,001,2025-11-27_13-52-04,
87,AF17HAS.JPG,borddug_compressed.wav,neutral,babble_67.wav,engel_reversed.wav,taxa_reversed.wav,,,,,0,92,92,92,,,6,0.32761570000002393,1738,001,2025-11-27_13-52-04,
199,AF27NES.JPG,enhed_compressed.wav,neutral,babble_23.wav,gave_reversed.wav,djævel_reversed.wav,,,,,0,93,93,93,,,4,0.16740310000022873,1738,001,2025-11-27_13-52-04,
53,AM18HAS.JPG,afvist_compressed.wav,negative,babble_36.wav,kontor_reversed.wav,oprør_reversed.wav,,,,,0,94,94,94,,,8,0.24546600000030594,1738,001,2025-11-27_13-52-04,
109,AM06HAS.JPG,vinde_compressed.wav,positive,babble_35.wav,fængsel_reversed.wav,frygtsom_reversed.wav,,,,,0,95,95,95,,,9,0.1779077999999572,1738,001,2025-11-27_13-52-04,
189,AF18HAS.JPG,SILENCE,no-prime,babble_95.wav,sandhed_reversed.wav,søsyg_reversed.wav,,,,,0,96,96,96,,,8,0.2111322000000655,1738,001,2025-11-27_13-52-04,
115,AF26NES.JPG,fjendtlig_compressed.wav,negative,babble_78.wav,flirte_reversed.wav,sexet_reversed.wav,,,,,0,97,97,97,,,4,0.29968469999948866,1738,001,2025-11-27_13-52-04,
90,AF12ANS.JPG,SILENCE,no-prime,babble_43.wav,diamant_reversed.wav,spise_reversed.wav,,,,,0,98,98,98,,,4,0.2094622000004165,1738,001,2025-11-27_13-52-04,
185,AF34HAS.JPG,pude_compressed.wav,positive,babble_20.wav,magisk_reversed.wav,latter_reversed.wav,,,,,0,99,99,99,,,7,0.1574564000002283,1738,001,2025-11-27_13-52-04,
79,AM27NES.JPG,bange_compressed.wav,negative,babble_38.wav,gave_reversed.wav,himmel_reversed.wav,,,,,0,100,100,100,,,6,0.057313699999212986,1738,001,2025-11-27_13-52-04,
31,AM14HAS.JPG,leder_compressed.wav,positive,babble_32.wav,leder_reversed.wav,trofæ_reversed.wav,,,,,0,101,101,101,,,7,0.23764889999984007,1738,001,2025-11-27_13-52-04,
91,AM09ANS.JPG,voldsom_compressed.wav,negative,babble_14.wav,cirkel_reversed.wav,oprør_reversed.wav,,,,,0,102,102,102,,,2,0.16910989999996673,1738,001,2025-11-27_13-52-04,
8,AF05HAS.JPG,sandhed_compressed.wav,positive,babble_69.wav,sygdom_reversed.wav,væmmes_reversed.wav,,,,,0,103,103,103,,,8,0.09464929999921878,1738,001,2025-11-27_13-52-04,
172,AF20ANS.JPG,giftig_compressed.wav,negative,babble_4.wav,magisk_reversed.wav,grimme_reversed.wav,,,,,0,104,104,104,,,2,0.10483299999941664,1738,001,2025-11-27_13-52-04,
144,AF32ANS.JPG,gade_compressed.wav,neutral,babble_75.wav,magisk_reversed.wav,blodig_reversed.wav,,,,,0,105,105,105,,,3,0.0963434999994206,1738,001,2025-11-27_13-52-04,
160,AF12HAS.JPG,SILENCE,no-prime,babble_30.wav,ønske_reversed.wav,hjerte_reversed.wav,,,,,0,106,106,106,,,7,0.17247540000062145,1738,001,2025-11-27_13-52-04,
19,AM16HAS.JPG,genstand_compressed.wav,neutral,babble_12.wav,dæmpet_reversed.wav,kiste_reversed.wav,,,,,0,107,107,107,,,8,0.12660390000019106,1738,001,2025-11-27_13-52-04,
166,AM21HAS.JPG,SILENCE,no-prime,babble_36.wav,kugle_reversed.wav,sandhed_reversed.wav,,,,,0,108,108,108,,,8,0.10312159999921278,1738,001,2025-11-27_13-52-04,
167,AF28ANS.JPG,søsyg_compressed.wav,negative,babble_15.wav,bombe_reversed.wav,taber_reversed.wav,,,,,0,109,109,109,,,2,0.2136956000013015,1738,001,2025-11-27_13-52-04,
197,AF06NES.JPG,afvist_compressed.wav,negative,babble_93.wav,latter_reversed.wav,konkurs_reversed.wav,,,,,0,110,110,110,,,6,0.04163759999937611,1738,001,2025-11-27_13-52-04,
173,AF20HAS.JPG,traume_compressed.wav,negative,babble_69.wav,himmel_reversed.wav,boble_reversed.wav,,,,,0,111,111,111,,,8,0.2146665000000212,1738,001,2025-11-27_13-52-04,
51,AF35NES.JPG,voldtægt_compressed.wav,negative,babble_83.wav,skønhed_reversed.wav,bombe_reversed.wav,,,,,0,112,112,112,,,4,0.1375329000002239,1738,001,2025-11-27_13-52-04,
58,AM06NES.JPG,ferie_compressed.wav,positive,babble_3.wav,trussel_reversed.wav,kage_reversed.wav,,,,,0,113,113,113,,,4,0.2224781000004441,1738,001,2025-11-27_13-52-04,
62,AM35HAS.JPG,bryllup_compressed.wav,positive,babble_23.wav,mester_reversed.wav,baby_reversed.wav,,,,,0,114,114,114,,,6,0.16882410000107484,1738,001,2025-11-27_13-52-04,
138,AM35NES.JPG,rådden_compressed.wav,negative,babble_19.wav,grimme_reversed.wav,oprørt_reversed.wav,,,,,0,115,115,115,,,4,0.2141888000005565,1738,001,2025-11-27_13-52-04,
137,AM12HAS.JPG,SILENCE,no-prime,babble_86.wav,hjerte_reversed.wav,engel_reversed.wav,,,,,0,116,116,116,,,8,0.08212929999899643,1738,001,2025-11-27_13-52-04,
48,AM23HAS.JPG,bange_compressed.wav,negative,babble_76.wav,trofæ_reversed.wav,violin_reversed.wav,,,,,0,117,117,117,,,6,0.3451942000010604,1738,001,2025-11-27_13-52-04,
108,AF25HAS.JPG,SILENCE,no-prime,babble_53.wav,misbrug_reversed.wav,passion_reversed.wav,,,,,0,118,118,118,,,8,0.0778013999988616,1738,001,2025-11-27_13-52-04,
117,AF11ANS.JPG,krise_compressed.wav,negative,babble_3.wav,genstand_reversed.wav,jubel_reversed.wav,,,,,0,119,119,119,,,4,0.17390770000019984,1738,001,2025-11-27_13-52-04,
23,AF27HAS.JPG,brænde_compressed.wav,negative,babble_32.wav,fase_reversed.wav,nonsens_reversed.wav,,,,,0,120,120,120,,,8,0.12323789999936707,1738,001,2025-11-27_13-52-04,
126,AF14HAS.JPG,hjerte_compressed.wav,positive,babble_76.wav,enhed_reversed.wav,rotte_reversed.wav,,,,,0,121,121,121,,,6,0.08352860000013607,1738,001,2025-11-27_13-52-04,
176,AF07HAS.JPG,blomstre_compressed.wav,positive,babble_3.wav,lækker_reversed.wav,banner_reversed.wav,,,,,0,122,122,122,,,7,0.30206689999977243,1738,001,2025-11-27_13-52-04,
170,AM01HAS.JPG,forår_compressed.wav,positive,babble_53.wav,giftig_reversed.wav,jubel_reversed.wav,,,,,0,123,123,123,,,8,0.023960999998962507,1738,001,2025-11-27_13-52-04,
68,AF23NES.JPG,voldtægt_compressed.wav,negative,babble_65.wav,fængsel_reversed.wav,beskidt_reversed.wav,,,,,0,124,124,124,,,4,0.0514792000012676,1738,001,2025-11-27_13-52-04,
163,AM17ANS.JPG,SILENCE,no-prime,babble_87.wav,rotte_reversed.wav,himlen_reversed.wav,,,,,0,125,125,125,,,2,0.2200233000003209,1738,001,2025-11-27_13-52-04,
148,AF15ANS.JPG,kande_compressed.wav,neutral,babble_18.wav,sygdom_reversed.wav,hage_reversed.wav,,,,,0,126,126,126,,,1,0.17240599999968254,1738,001,2025-11-27_13-52-04,
65,AM24ANS.JPG,latter_compressed.wav,positive,babble_33.wav,tilfreds_reversed.wav,blomstre_reversed.wav,,,,,0,127,127,127,,,2,0.13545809999959602,1738,001,2025-11-27_13-52-04,
186,AM22HAS.JPG,boble_compressed.wav,neutral,babble_91.wav,morder_reversed.wav,rædsel_reversed.wav,,,,,0,128,128,128,,,8,0.21728099999927508,1738,001,2025-11-27_13-52-04,
85,AM08NES.JPG,SILENCE,no-prime,babble_34.wav,skuffe_reversed.wav,blodig_reversed.wav,,,,,0,129,129,129,,,3,0.6316972000004171,1738,001,2025-11-27_13-52-04,
