trial_i,face_file,prime_file,prime_valence,babbling_file,mask1_file,mask2_file,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,main.thisRepN,main.thisTrialN,main.thisN,main.thisIndex,response_key,rt,Participant ID,Session,date,
152,AM32NES.JPG,frelser_compressed.wav,positive,babble_56.wav,violin_reversed.wav,skønhed_reversed.wav,0,0,0,0,0,-1,-1,0,2,5.657860040664673,7896,001,2025-11-17_08-57-05,
177,AF24NES.JPG,SILENCE,no-prime,babble_10.wav,bange_reversed.wav,vinde_reversed.wav,0,1,1,1,0,-1,-1,0,3,0.8260939121246338,7896,001,2025-11-17_08-57-05,
145,AM19HAS.JPG,morder_compressed.wav,negative,babble_56.wav,sæde_reversed.wav,ugle_reversed.wav,0,2,2,2,0,-1,-1,0,5,1.1641120910644531,7896,001,2025-11-17_08-57-05,
101,AF16NES.JPG,SILENCE,no-prime,babble_35.wav,genstand_reversed.wav,violin_reversed.wav,0,3,3,3,0,-1,-1,0,4,1.052258014678955,7896,001,2025-11-17_08-57-05,
21,AM16NES.JPG,selvmord_compressed.wav,negative,babble_64.wav,sandhed_reversed.wav,fedme_reversed.wav,0,4,4,4,0,-1,-1,0,1,1.227362871170044,7896,001,2025-11-17_08-57-05,
23,AF03NES.JPG,skyldig_compressed.wav,negative,babble_2.wav,blomstre_reversed.wav,trofæ_reversed.wav,0,5,5,5,0,-1,-1,0,4,2.5991389751434326,7896,001,2025-11-17_08-57-05,
136,AF06NES.JPG,vinde_compressed.wav,positive,babble_90.wav,gidsel_reversed.wav,hader_reversed.wav,,,,,0,0,0,0,5,1.49627685546875,7896,001,2025-11-17_08-57-05,
121,AM23NES.JPG,gidsel_compressed.wav,negative,babble_59.wav,ferie_reversed.wav,viden_reversed.wav,,,,,0,1,1,1,5,1.2133610248565674,7896,001,2025-11-17_08-57-05,
72,AF12NES.JPG,SILENCE,no-prime,babble_14.wav,ankel_reversed.wav,poesi_reversed.wav,,,,,0,2,2,2,2,1.090325117111206,7896,001,2025-11-17_08-57-05,
57,AM12NES.JPG,frygtsom_compressed.wav,negative,babble_71.wav,dollar_reversed.wav,mave_reversed.wav,,,,,0,3,3,3,4,1.7662999629974365,7896,001,2025-11-17_08-57-05,
