trial_i,face_file,prime_file,prime_valence,babbling_file,mask1_file,mask2_file,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,main.thisRepN,main.thisTrialN,main.thisN,main.thisIndex,response_key,rt,Participant ID,Session,date,
164,AM13NES.JPG,genert_compressed.wav,neutral,babble_23.wav,ørken_reversed.wav,ankel_reversed.wav,0,0,0,0,0,-1,-1,0,3,0.2073829174041748,6702,001,2025-11-24_10-32-28,
14,AM30NES.JPG,ensom_compressed.wav,negative,babble_46.wav,jubel_reversed.wav,bygning_reversed.wav,0,1,1,1,0,-1,-1,0,2,0.9817819595336914,6702,001,2025-11-24_10-32-28,
150,AF10NES.JPG,baby_compressed.wav,positive,babble_72.wav,oprør_reversed.wav,bombe_reversed.wav,0,2,2,2,0,-1,-1,0,3,0.22612619400024414,6702,001,2025-11-24_10-32-28,
110,AM13ANS.JPG,SILENCE,no-prime,babble_46.wav,rotte_reversed.wav,måned_reversed.wav,0,3,3,3,0,-1,-1,0,2,0.5480771064758301,6702,001,2025-11-24_10-32-28,
158,AF35ANS.JPG,ørken_compressed.wav,negative,babble_87.wav,redskab_reversed.wav,marked_reversed.wav,0,4,4,4,0,-1,-1,0,2,0.2657918930053711,6702,001,2025-11-24_10-32-28,
157,AF34ANS.JPG,putte_compressed.wav,positive,babble_99.wav,djævel_reversed.wav,slave_reversed.wav,0,5,5,5,0,-1,-1,0,3,0.4393448829650879,6702,001,2025-11-24_10-32-28,
16,AM27HAS.JPG,SILENCE,no-prime,babble_56.wav,passion_reversed.wav,avis_reversed.wav,,,,,0,0,0,0,6,0.26958799362182617,6702,001,2025-11-24_10-32-28,
118,AF16NES.JPG,nonne_compressed.wav,neutral,babble_50.wav,nøgle_reversed.wav,metal_reversed.wav,,,,,0,1,1,1,4,0.49099206924438477,6702,001,2025-11-24_10-32-28,
80,AF06ANS.JPG,dollar_compressed.wav,positive,babble_93.wav,hånlig_reversed.wav,museum_reversed.wav,,,,,0,2,2,2,2,0.5362770557403564,6702,001,2025-11-24_10-32-28,
13,AF12NES.JPG,himmel_compressed.wav,positive,babble_98.wav,sexet_reversed.wav,gaffel_reversed.wav,,,,,0,3,3,3,3,0.06114315986633301,6702,001,2025-11-24_10-32-28,
113,AM24HAS.JPG,trussel_compressed.wav,negative,babble_24.wav,sikker_reversed.wav,rådden_reversed.wav,,,,,0,4,4,4,8,0.6757199764251709,6702,001,2025-11-24_10-32-28,
111,AM24ANS.JPG,SILENCE,no-prime,babble_2.wav,sæde_reversed.wav,redning_reversed.wav,,,,,0,5,5,5,3,0.25565314292907715,6702,001,2025-11-24_10-32-28,
146,AF07NES.JPG,fjollet_compressed.wav,positive,babble_63.wav,smerte_reversed.wav,lækker_reversed.wav,,,,,0,6,6,6,5,0.2832000255584717,6702,001,2025-11-24_10-32-28,
38,AM01NES.JPG,ferie_compressed.wav,positive,babble_22.wav,ørken_reversed.wav,kugle_reversed.wav,,,,,0,7,7,7,3,0.44817090034484863,6702,001,2025-11-24_10-32-28,
129,AM21NES.JPG,blomstre_compressed.wav,positive,babble_94.wav,kujon_reversed.wav,sejre_reversed.wav,,,,,0,8,8,8,3,0.6339061260223389,6702,001,2025-11-24_10-32-28,
19,AM20NES.JPG,oprørt_compressed.wav,negative,babble_18.wav,nonne_reversed.wav,djævel_reversed.wav,,,,,0,9,9,9,4,0.1504969596862793,6702,001,2025-11-24_10-32-28,
56,AF31ANS.JPG,pjece_compressed.wav,neutral,babble_67.wav,baby_reversed.wav,stjerne_reversed.wav,,,,,0,10,10,10,1,1.387099027633667,6702,001,2025-11-24_10-32-28,
127,AM14NES.JPG,rigdom_compressed.wav,positive,babble_95.wav,knude_reversed.wav,cirkel_reversed.wav,,,,,0,11,11,11,4,0.5693299770355225,6702,001,2025-11-24_10-32-28,
147,AF09ANS.JPG,patent_compressed.wav,neutral,babble_76.wav,viden_reversed.wav,regnbue_reversed.wav,,,,,0,12,12,12,3,0.9507129192352295,6702,001,2025-11-24_10-32-28,
161,AF05HAS.JPG,engel_compressed.wav,positive,babble_57.wav,voldtægt_reversed.wav,spænding_reversed.wav,,,,,0,13,13,13,7,0.5871660709381104,6702,001,2025-11-24_10-32-28,
31,AM04NES.JPG,latter_compressed.wav,positive,babble_30.wav,brænde_reversed.wav,museum_reversed.wav,,,,,0,14,14,14,5,0.18996214866638184,6702,001,2025-11-24_10-32-28,
159,AF05ANS.JPG,væmmes_compressed.wav,negative,babble_39.wav,viden_reversed.wav,fjendtlig_reversed.wav,,,,,0,15,15,15,3,0.3424999713897705,6702,001,2025-11-24_10-32-28,
106,AM19ANS.JPG,oprørt_compressed.wav,negative,babble_43.wav,lyse_reversed.wav,trussel_reversed.wav,,,,,0,16,16,16,2,0.018119096755981445,6702,001,2025-11-24_10-32-28,
183,AF26NES.JPG,heldig_compressed.wav,positive,babble_28.wav,sejre_reversed.wav,spise_reversed.wav,,,,,0,17,17,17,5,0.9936721324920654,6702,001,2025-11-24_10-32-28,
108,AF29ANS.JPG,museum_compressed.wav,neutral,babble_65.wav,sæde_reversed.wav,blodig_reversed.wav,,,,,0,18,18,18,2,0.30122900009155273,6702,001,2025-11-24_10-32-28,
180,AM34NES.JPG,heldig_compressed.wav,positive,babble_26.wav,skade_reversed.wav,gidsel_reversed.wav,,,,,0,19,19,19,2,0.851111888885498,6702,001,2025-11-24_10-32-28,
11,AF32HAS.JPG,SILENCE,no-prime,babble_50.wav,varme_reversed.wav,venlig_reversed.wav,,,,,0,20,20,20,9,3.2385339736938477,6702,001,2025-11-24_10-32-28,
109,AM05ANS.JPG,himmel_compressed.wav,positive,babble_59.wav,fjendtlig_reversed.wav,kontor_reversed.wav,,,,,0,21,21,21,2,1.0962309837341309,6702,001,2025-11-24_10-32-28,
61,AM22HAS.JPG,banner_compressed.wav,neutral,babble_2.wav,venlig_reversed.wav,traume_reversed.wav,,,,,0,22,22,22,8,0.01761603355407715,6702,001,2025-11-24_10-32-28,
156,AM03HAS.JPG,frihed_compressed.wav,positive,babble_9.wav,gidsel_reversed.wav,fjendtlig_reversed.wav,,,,,0,23,23,23,7,0.11595892906188965,6702,001,2025-11-24_10-32-28,
