signal_type,compression_level,prime_file,correct_word,babbling_file,mask1_file,mask2_file,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,main.thisRepN,main.thisTrialN,main.thisN,main.thisIndex,response_key,rt,trial_outcome,signal_type,compression_level,correct_word,prime_file,babble_duration,Participant ID,Session,date,
absent,0.1,SILENCE,NA,babble_34.wav,sejre_reversed.wav,pjece_reversed.wav,0,11,11,11,0,-1,-1,0,z,1.3442301750183105,Correct Rejection,absent,0.1,NA,SILENCE,1.388693272170768,7896,001,2025-11-17_09-26-58,
absent,0.7,SILENCE,NA,babble_91.wav,redskab_reversed.wav,misbrug_reversed.wav,0,12,12,12,0,-1,-1,0,m,1.26515793800354,False Alarm,absent,0.7,NA,SILENCE,0.9229326005562221,7896,001,2025-11-17_09-26-58,
present,0.5,brænde_compressed.wav,brænde,babble_38.wav,blodig_reversed.wav,respekt_reversed.wav,0,13,13,13,0,-1,-1,0,z,1.06020188331604,Miss,present,0.5,brænde,brænde_compressed.wav,1.0807996163225644,7896,001,2025-11-17_09-26-58,
present,0.4,lærer_compressed.wav,lærer,babble_12.wav,ankel_reversed.wav,forpint_reversed.wav,,,,,0,0,0,0,m,1.2519571781158447,Hit,present,0.4,lærer,lærer_compressed.wav,1.353729822897329,7896,001,2025-11-17_09-26-58,
absent,0.4,SILENCE,NA,babble_2.wav,drukne_reversed.wav,banner_reversed.wav,,,,,0,1,1,1,z,0.9776260852813721,Correct Rejection,absent,0.4,NA,SILENCE,0.5507062120776892,7896,001,2025-11-17_09-26-58,
present,0.2,sikker_compressed.wav,sikker,babble_99.wav,stjerne_reversed.wav,hjerte_reversed.wav,,,,,0,2,2,2,m,0.8528540134429932,Hit,present,0.2,sikker,sikker_compressed.wav,0.791416806984603,7896,001,2025-11-17_09-26-58,
absent,0.3,SILENCE,NA,babble_46.wav,poesi_reversed.wav,rædsel_reversed.wav,,,,,0,3,3,3,z,0.958031177520752,Correct Rejection,absent,0.3,NA,SILENCE,0.9195130705328868,7896,001,2025-11-17_09-26-58,
absent,0.6,SILENCE,NA,babble_43.wav,himlen_reversed.wav,bombe_reversed.wav,,,,,0,4,4,4,z,1.12636399269104,Correct Rejection,absent,0.6,NA,SILENCE,0.6758921227908468,7896,001,2025-11-17_09-26-58,
present,0.5,redning_compressed.wav,redning,babble_58.wav,skyldig_reversed.wav,utro_reversed.wav,,,,,0,5,5,5,m,0.645453929901123,Hit,present,0.5,redning,redning_compressed.wav,0.7665683687187208,7896,001,2025-11-17_09-26-58,
present,0.6,magisk_compressed.wav,magisk,babble_62.wav,søsyg_reversed.wav,forkert_reversed.wav,,,,,0,6,6,6,m,0.45207715034484863,Hit,present,0.6,magisk,magisk_compressed.wav,1.1259840199128406,7896,001,2025-11-17_09-26-58,
absent,0.5,SILENCE,NA,babble_10.wav,tumor_reversed.wav,hader_reversed.wav,,,,,0,7,7,7,z,1.962731122970581,Correct Rejection,absent,0.5,NA,SILENCE,0.9937178609471368,7896,001,2025-11-17_09-26-58,
absent,0.7,SILENCE,NA,babble_72.wav,albue_reversed.wav,illoyal_reversed.wav,,,,,0,8,8,8,z,2.8689939975738525,Correct Rejection,absent,0.7,NA,SILENCE,1.4979027734783454,7896,001,2025-11-17_09-26-58,
present,0.2,hader_compressed.wav,hader,babble_57.wav,skyldig_reversed.wav,passion_reversed.wav,,,,,0,9,9,9,m,0.4115869998931885,Hit,present,0.2,hader,hader_compressed.wav,0.920721885297917,7896,001,2025-11-17_09-26-58,
present,0.4,himmel_compressed.wav,himmel,babble_61.wav,fjendtlig_reversed.wav,avis_reversed.wav,,,,,0,10,10,10,z,1.2288250923156738,Miss,present,0.4,himmel,himmel_compressed.wav,0.9395445016037539,7896,001,2025-11-17_09-26-58,
absent,0.1,SILENCE,NA,babble_87.wav,taxa_reversed.wav,venlig_reversed.wav,,,,,0,11,11,11,z,1.044936180114746,Correct Rejection,absent,0.1,NA,SILENCE,0.694341501464737,7896,001,2025-11-17_09-26-58,
present,0.5,sygdom_compressed.wav,sygdom,babble_19.wav,ørken_reversed.wav,pervers_reversed.wav,,,,,0,12,12,12,z,1.3922159671783447,Miss,present,0.5,sygdom,sygdom_compressed.wav,1.3568590771326605,7896,001,2025-11-17_09-26-58,
absent,0.2,SILENCE,NA,babble_76.wav,lyse_reversed.wav,genstand_reversed.wav,,,,,0,13,13,13,z,1.582273006439209,Correct Rejection,absent,0.2,NA,SILENCE,0.953224921537394,7896,001,2025-11-17_09-26-58,
present,0.2,hånlig_compressed.wav,hånlig,babble_14.wav,dollar_reversed.wav,flirte_reversed.wav,,,,,0,14,14,14,m,1.032080888748169,Hit,present,0.2,hånlig,hånlig_compressed.wav,1.0894214500885733,7896,001,2025-11-17_09-26-58,
present,0.4,kvæles_compressed.wav,kvæles,babble_53.wav,sejre_reversed.wav,luksus_reversed.wav,,,,,0,15,15,15,z,1.1700332164764404,Miss,present,0.4,kvæles,kvæles_compressed.wav,1.2761010556767858,7896,001,2025-11-17_09-26-58,
present,0.3,pjece_compressed.wav,pjece,babble_9.wav,skade_reversed.wav,marked_reversed.wav,,,,,0,16,16,16,m,1.354942798614502,Hit,present,0.3,pjece,pjece_compressed.wav,1.110850405038542,7896,001,2025-11-17_09-26-58,
absent,0.5,SILENCE,NA,babble_22.wav,kande_reversed.wav,papir_reversed.wav,,,,,0,17,17,17,z,0.7277138233184814,Correct Rejection,absent,0.5,NA,SILENCE,0.5068325098340088,7896,001,2025-11-17_09-26-58,
present,0.2,magisk_compressed.wav,magisk,babble_66.wav,offer_reversed.wav,redning_reversed.wav,,,,,0,18,18,18,m,0.12403011322021484,Hit,present,0.2,magisk,magisk_compressed.wav,0.566356785740558,7896,001,2025-11-17_09-26-58,
present,0.5,patent_compressed.wav,patent,babble_50.wav,fedme_reversed.wav,tilfreds_reversed.wav,,,,,0,19,19,19,z,1.1549530029296875,Miss,present,0.5,patent,patent_compressed.wav,0.5113070752162454,7896,001,2025-11-17_09-26-58,
present,0.6,mester_compressed.wav,mester,babble_90.wav,kedel_reversed.wav,slave_reversed.wav,,,,,0,20,20,20,m,1.3645720481872559,Hit,present,0.6,mester,mester_compressed.wav,0.7129944642334628,7896,001,2025-11-17_09-26-58,
absent,0.6,SILENCE,NA,babble_46.wav,dæmon_reversed.wav,jubel_reversed.wav,,,,,0,21,21,21,m,2.196053981781006,False Alarm,absent,0.6,NA,SILENCE,0.7254395573543567,7896,001,2025-11-17_09-26-58,
absent,0.6,SILENCE,NA,babble_58.wav,fase_reversed.wav,enhed_reversed.wav,,,,,0,22,22,22,z,0.7980070114135742,Correct Rejection,absent,0.6,NA,SILENCE,0.7101489110284781,7896,001,2025-11-17_09-26-58,
absent,0.2,SILENCE,NA,babble_30.wav,sollys_reversed.wav,nøgle_reversed.wav,,,,,0,23,23,23,z,1.2963697910308838,Correct Rejection,absent,0.2,NA,SILENCE,1.257092769406079,7896,001,2025-11-17_09-26-58,
present,0.2,lærer_compressed.wav,lærer,babble_32.wav,festlig_reversed.wav,talent_reversed.wav,,,,,0,24,24,24,m,1.0015950202941895,Hit,present,0.2,lærer,lærer_compressed.wav,0.976566301887097,7896,001,2025-11-17_09-26-58,
present,0.7,forfald_compressed.wav,forfald,babble_55.wav,baby_reversed.wav,fiasko_reversed.wav,,,,,0,25,25,25,z,1.407668113708496,Miss,present,0.7,forfald,forfald_compressed.wav,0.504603713320159,7896,001,2025-11-17_09-26-58,
absent,0.3,SILENCE,NA,babble_91.wav,dæmon_reversed.wav,avis_reversed.wav,,,,,0,26,26,26,z,1.081956148147583,Correct Rejection,absent,0.3,NA,SILENCE,0.50678752377183,7896,001,2025-11-17_09-26-58,
present,0.5,afskyr_compressed.wav,afskyr,babble_36.wav,skyldig_reversed.wav,dollar_reversed.wav,,,,,0,27,27,27,m,0.5301640033721924,Hit,present,0.5,afskyr,afskyr_compressed.wav,0.8232212092275581,7896,001,2025-11-17_09-26-58,
present,0.1,affald_compressed.wav,affald,babble_92.wav,voldtægt_reversed.wav,kiste_reversed.wav,,,,,0,28,28,28,z,2.085286855697632,Miss,present,0.1,affald,affald_compressed.wav,1.4102596089066024,7896,001,2025-11-17_09-26-58,
absent,0.5,SILENCE,NA,babble_30.wav,dollar_reversed.wav,djævel_reversed.wav,,,,,0,29,29,29,z,1.7462899684906006,Correct Rejection,absent,0.5,NA,SILENCE,1.2728774893596273,7896,001,2025-11-17_09-26-58,
present,0.1,genert_compressed.wav,genert,babble_32.wav,motor_reversed.wav,motor_reversed.wav,,,,,0,30,30,30,m,0.3783149719238281,Hit,present,0.1,genert,genert_compressed.wav,0.69803800298923,7896,001,2025-11-17_09-26-58,
present,0.3,skammel_compressed.wav,skammel,babble_11.wav,slagtning_reversed.wav,dæmon_reversed.wav,,,,,0,31,31,31,z,0.740617036819458,Miss,present,0.3,skammel,skammel_compressed.wav,0.8654370433243863,7896,001,2025-11-17_09-26-58,
absent,0.2,SILENCE,NA,babble_4.wav,plakat_reversed.wav,sindssyg_reversed.wav,,,,,0,32,32,32,z,1.0146689414978027,Correct Rejection,absent,0.2,NA,SILENCE,1.1067184279942242,7896,001,2025-11-17_09-26-58,
present,0.3,borddug_compressed.wav,borddug,babble_28.wav,offer_reversed.wav,papir_reversed.wav,,,,,0,33,33,33,m,0.5799150466918945,Hit,present,0.3,borddug,borddug_compressed.wav,0.5985332540989893,7896,001,2025-11-17_09-26-58,
absent,0.1,SILENCE,NA,babble_22.wav,varme_reversed.wav,bifald_reversed.wav,,,,,0,34,34,34,z,1.638166904449463,Correct Rejection,absent,0.1,NA,SILENCE,1.2814001879571035,7896,001,2025-11-17_09-26-58,
absent,0.7,SILENCE,NA,babble_27.wav,cirkel_reversed.wav,fase_reversed.wav,,,,,0,35,35,35,z,0.9215941429138184,Correct Rejection,absent,0.7,NA,SILENCE,0.5484664874401549,7896,001,2025-11-17_09-26-58,
present,0.6,bifald_compressed.wav,bifald,babble_83.wav,grimme_reversed.wav,nonne_reversed.wav,,,,,0,36,36,36,z,1.2030830383300781,Miss,present,0.6,bifald,bifald_compressed.wav,1.1125472254911273,7896,001,2025-11-17_09-26-58,
present,0.3,bombe_compressed.wav,bombe,babble_47.wav,violin_reversed.wav,kontor_reversed.wav,,,,,0,37,37,37,m,0.44974803924560547,Hit,present,0.3,bombe,bombe_compressed.wav,0.8979492377189908,7896,001,2025-11-17_09-26-58,
absent,0.4,SILENCE,NA,babble_52.wav,hjerte_reversed.wav,sindssyg_reversed.wav,,,,,0,38,38,38,z,1.601161003112793,Correct Rejection,absent,0.4,NA,SILENCE,0.5099610008802448,7896,001,2025-11-17_09-26-58,
present,0.6,krise_compressed.wav,krise,babble_6.wav,feber_reversed.wav,rabies_reversed.wav,,,,,0,39,39,39,m,0.3797438144683838,Hit,present,0.6,krise,krise_compressed.wav,0.6277622562695649,7896,001,2025-11-17_09-26-58,
present,0.7,bange_compressed.wav,bange,babble_1.wav,vandfald_reversed.wav,sollys_reversed.wav,,,,,0,40,40,40,m,0.5182061195373535,Hit,present,0.7,bange,bange_compressed.wav,0.6366164345381498,7896,001,2025-11-17_09-26-58,
absent,0.7,SILENCE,NA,babble_20.wav,nøgle_reversed.wav,motor_reversed.wav,,,,,0,41,41,41,m,1.3293180465698242,False Alarm,absent,0.7,NA,SILENCE,1.0991350275343112,7896,001,2025-11-17_09-26-58,
present,0.7,vinde_compressed.wav,vinde,babble_89.wav,kande_reversed.wav,knude_reversed.wav,,,,,0,42,42,42,m,0.4989190101623535,Hit,present,0.7,vinde,vinde_compressed.wav,1.1737937741346673,7896,001,2025-11-17_09-26-58,
absent,0.5,SILENCE,NA,babble_6.wav,hage_reversed.wav,beskidt_reversed.wav,,,,,0,43,43,43,z,0.9283969402313232,Correct Rejection,absent,0.5,NA,SILENCE,1.0659597923195432,7896,001,2025-11-17_09-26-58,
absent,0.3,SILENCE,NA,babble_1.wav,gave_reversed.wav,magisk_reversed.wav,,,,,0,44,44,44,z,0.3903179168701172,Correct Rejection,absent,0.3,NA,SILENCE,0.7169101074845866,7896,001,2025-11-17_09-26-58,
absent,0.6,SILENCE,NA,babble_85.wav,kedel_reversed.wav,leder_reversed.wav,,,,,0,45,45,45,z,0.7566690444946289,Correct Rejection,absent,0.6,NA,SILENCE,1.3530324654836012,7896,001,2025-11-17_09-26-58,
absent,0.5,SILENCE,NA,babble_35.wav,skyldig_reversed.wav,finger_reversed.wav,,,,,0,46,46,46,z,0.8307030200958252,Correct Rejection,absent,0.5,NA,SILENCE,0.802984618939396,7896,001,2025-11-17_09-26-58,
absent,0.4,SILENCE,NA,babble_70.wav,skuffe_reversed.wav,fremskridt_reversed.wav,,,,,0,47,47,47,z,0.9788849353790283,Correct Rejection,absent,0.4,NA,SILENCE,0.5936461994352978,7896,001,2025-11-17_09-26-58,
present,0.2,penge_compressed.wav,penge,babble_43.wav,ketchup_reversed.wav,illoyal_reversed.wav,,,,,0,48,48,48,m,0.3964087963104248,Hit,present,0.2,penge,penge_compressed.wav,1.0617664727942913,7896,001,2025-11-17_09-26-58,
absent,0.1,SILENCE,NA,babble_75.wav,sollys_reversed.wav,spise_reversed.wav,,,,,0,49,49,49,m,0.2929399013519287,False Alarm,absent,0.1,NA,SILENCE,1.2170440619878615,7896,001,2025-11-17_09-26-58,
present,0.5,sejre_compressed.wav,sejre,babble_96.wav,forfald_reversed.wav,glæde_reversed.wav,,,,,0,50,50,50,z,0.8936431407928467,Miss,present,0.5,sejre,sejre_compressed.wav,1.3652786617892896,7896,001,2025-11-17_09-26-58,
absent,0.1,SILENCE,NA,babble_11.wav,rotte_reversed.wav,jubel_reversed.wav,,,,,0,51,51,51,z,1.0113940238952637,Correct Rejection,absent,0.1,NA,SILENCE,1.4635426620879008,7896,001,2025-11-17_09-26-58,
absent,0.4,SILENCE,NA,babble_84.wav,humor_reversed.wav,rabies_reversed.wav,,,,,0,52,52,52,z,0.7567591667175293,Correct Rejection,absent,0.4,NA,SILENCE,1.0863865266961101,7896,001,2025-11-17_09-26-58,
present,0.2,ære_compressed.wav,ære,babble_59.wav,enhed_reversed.wav,fedme_reversed.wav,,,,,0,53,53,53,z,2.065704822540283,Miss,present,0.2,ære,ære_compressed.wav,0.6876623374843979,7896,001,2025-11-17_09-26-58,
absent,0.7,SILENCE,NA,babble_6.wav,baby_reversed.wav,skyldig_reversed.wav,,,,,0,54,54,54,z,2.232883930206299,Correct Rejection,absent,0.7,NA,SILENCE,0.7795969587723813,7896,001,2025-11-17_09-26-58,
present,0.6,banner_compressed.wav,banner,babble_54.wav,plakat_reversed.wav,ørken_reversed.wav,,,,,0,55,55,55,z,0.6345319747924805,Miss,present,0.6,banner,banner_compressed.wav,1.004823036937109,7896,001,2025-11-17_09-26-58,
present,0.7,salat_compressed.wav,salat,babble_94.wav,dollar_reversed.wav,flirte_reversed.wav,,,,,0,56,56,56,m,0.4452240467071533,Hit,present,0.7,salat,salat_compressed.wav,1.3882986572578069,7896,001,2025-11-17_09-26-58,
present,0.1,rædsel_compressed.wav,rædsel,babble_52.wav,nedbrud_reversed.wav,grimme_reversed.wav,,,,,0,57,57,57,m,2.316343069076538,Hit,present,0.1,rædsel,rædsel_compressed.wav,0.8110988289766944,7896,001,2025-11-17_09-26-58,
absent,0.7,SILENCE,NA,babble_22.wav,kiste_reversed.wav,baby_reversed.wav,,,,,0,58,58,58,z,0.8609609603881836,Correct Rejection,absent,0.7,NA,SILENCE,1.1243697871201508,7896,001,2025-11-17_09-26-58,
present,0.3,hjerte_compressed.wav,hjerte,babble_68.wav,succes_reversed.wav,syndig_reversed.wav,,,,,0,59,59,59,m,1.1122729778289795,Hit,present,0.3,hjerte,hjerte_compressed.wav,1.2242389855251565,7896,001,2025-11-17_09-26-58,
present,0.4,gave_compressed.wav,gave,babble_36.wav,boble_reversed.wav,tilfreds_reversed.wav,,,,,0,60,60,60,z,1.2402870655059814,Miss,present,0.4,gave,gave_compressed.wav,0.5087034059231922,7896,001,2025-11-17_09-26-58,
absent,0.2,SILENCE,NA,babble_7.wav,morder_reversed.wav,konkurs_reversed.wav,,,,,0,61,61,61,z,0.9589619636535645,Correct Rejection,absent,0.2,NA,SILENCE,1.4696495393715043,7896,001,2025-11-17_09-26-58,
present,0.4,taber_compressed.wav,taber,babble_94.wav,koldbrand_reversed.wav,himmel_reversed.wav,,,,,0,62,62,62,z,0.6114909648895264,Miss,present,0.4,taber,taber_compressed.wav,1.232256513984482,7896,001,2025-11-17_09-26-58,
present,0.3,spise_compressed.wav,spise,babble_39.wav,misbrug_reversed.wav,statue_reversed.wav,,,,,0,63,63,63,m,0.331496000289917,Hit,present,0.3,spise,spise_compressed.wav,0.9908142062020867,7896,001,2025-11-17_09-26-58,
absent,0.7,SILENCE,NA,babble_94.wav,ferie_reversed.wav,redning_reversed.wav,,,,,0,64,64,64,z,0.6577808856964111,Correct Rejection,absent,0.7,NA,SILENCE,1.4511237892869862,7896,001,2025-11-17_09-26-58,
absent,0.3,SILENCE,NA,babble_82.wav,fedme_reversed.wav,papir_reversed.wav,,,,,0,65,65,65,z,0.9149858951568604,Correct Rejection,absent,0.3,NA,SILENCE,1.4032650503965507,7896,001,2025-11-17_09-26-58,
absent,0.4,SILENCE,NA,babble_89.wav,giftig_reversed.wav,kujon_reversed.wav,,,,,0,66,66,66,z,0.5748848915100098,Correct Rejection,absent,0.4,NA,SILENCE,0.9622946269457566,7896,001,2025-11-17_09-26-58,
absent,0.2,SILENCE,NA,babble_15.wav,boble_reversed.wav,maling_reversed.wav,,,,,0,67,67,67,z,0.5170087814331055,Correct Rejection,absent,0.2,NA,SILENCE,1.4111497453919197,7896,001,2025-11-17_09-26-58,
absent,0.3,SILENCE,NA,babble_1.wav,lampe_reversed.wav,slagtning_reversed.wav,,,,,0,68,68,68,z,1.6427738666534424,Correct Rejection,absent,0.3,NA,SILENCE,1.2640636678682142,7896,001,2025-11-17_09-26-58,
absent,0.5,SILENCE,NA,babble_31.wav,taber_reversed.wav,luksus_reversed.wav,,,,,0,69,69,69,m,0.8709299564361572,False Alarm,absent,0.5,NA,SILENCE,0.7634805465101686,7896,001,2025-11-17_09-26-58,
present,0.5,misbrug_compressed.wav,misbrug,babble_74.wav,giftig_reversed.wav,blodig_reversed.wav,,,,,0,70,70,70,z,0.8709719181060791,Miss,present,0.5,misbrug,misbrug_compressed.wav,0.9182386334109549,7896,001,2025-11-17_09-26-58,
absent,0.5,SILENCE,NA,babble_38.wav,forpint_reversed.wav,rigdom_reversed.wav,,,,,0,71,71,71,z,0.7517750263214111,Correct Rejection,absent,0.5,NA,SILENCE,1.2043493748996281,7896,001,2025-11-17_09-26-58,
present,0.7,vindue_compressed.wav,vindue,babble_35.wav,gidsel_reversed.wav,vinde_reversed.wav,,,,,0,72,72,72,z,2.1376190185546875,Miss,present,0.7,vindue,vindue_compressed.wav,1.432719771214045,7896,001,2025-11-17_09-26-58,
absent,0.6,SILENCE,NA,babble_31.wav,museum_reversed.wav,krise_reversed.wav,,,,,0,73,73,73,m,0.9343149662017822,False Alarm,absent,0.6,NA,SILENCE,0.9424103611848901,7896,001,2025-11-17_09-26-58,
absent,0.7,SILENCE,NA,babble_58.wav,ledning_reversed.wav,vindue_reversed.wav,,,,,0,74,74,74,z,1.0714688301086426,Correct Rejection,absent,0.7,NA,SILENCE,1.2192455222920262,7896,001,2025-11-17_09-26-58,
present,0.7,musik_compressed.wav,musik,babble_45.wav,nedbrud_reversed.wav,grimme_reversed.wav,,,,,0,75,75,75,m,1.340698003768921,Hit,present,0.7,musik,musik_compressed.wav,0.937631078198976,7896,001,2025-11-17_09-26-58,
absent,0.6,SILENCE,NA,babble_68.wav,feber_reversed.wav,taxa_reversed.wav,,,,,0,76,76,76,m,0.7037229537963867,False Alarm,absent,0.6,NA,SILENCE,1.0144709289490543,7896,001,2025-11-17_09-26-58,
absent,0.2,SILENCE,NA,babble_80.wav,festlig_reversed.wav,lærer_reversed.wav,,,,,0,77,77,77,z,0.6069600582122803,Correct Rejection,absent,0.2,NA,SILENCE,0.9543624459295061,7896,001,2025-11-17_09-26-58,
present,0.4,afskyr_compressed.wav,afskyr,babble_15.wav,sollys_reversed.wav,drukne_reversed.wav,,,,,0,78,78,78,m,0.5148370265960693,Hit,present,0.4,afskyr,afskyr_compressed.wav,0.8291662173965841,7896,001,2025-11-17_09-26-58,
present,0.7,viden_compressed.wav,viden,babble_49.wav,kugle_reversed.wav,blodig_reversed.wav,,,,,0,79,79,79,m,0.3868560791015625,Hit,present,0.7,viden,viden_compressed.wav,0.9724150509133879,7896,001,2025-11-17_09-26-58,
present,0.1,nonne_compressed.wav,nonne,babble_76.wav,spise_reversed.wav,sandhed_reversed.wav,,,,,0,80,80,80,m,0.5349900722503662,Hit,present,0.1,nonne,nonne_compressed.wav,0.5112697861885188,7896,001,2025-11-17_09-26-58,
present,0.1,taber_compressed.wav,taber,babble_79.wav,skade_reversed.wav,forfald_reversed.wav,,,,,0,81,81,81,m,0.43147778511047363,Hit,present,0.1,taber,taber_compressed.wav,1.4713498358464288,7896,001,2025-11-17_09-26-58,
present,0.1,pude_compressed.wav,pude,babble_68.wav,regnbue_reversed.wav,sæde_reversed.wav,,,,,0,82,82,82,m,0.32906198501586914,Hit,present,0.1,pude,pude_compressed.wav,1.3271037583311251,7896,001,2025-11-17_09-26-58,
present,0.6,respekt_compressed.wav,respekt,babble_75.wav,marked_reversed.wav,ensom_reversed.wav,,,,,0,83,83,83,m,0.7549610137939453,Hit,present,0.6,respekt,respekt_compressed.wav,1.4891321839360017,7896,001,2025-11-17_09-26-58,
absent,0.6,SILENCE,NA,babble_66.wav,banner_reversed.wav,mester_reversed.wav,,,,,0,84,84,84,z,0.6358928680419922,Correct Rejection,absent,0.6,NA,SILENCE,1.3898972302983488,7896,001,2025-11-17_09-26-58,
present,0.6,redskab_compressed.wav,redskab,babble_36.wav,grusom_reversed.wav,ketchup_reversed.wav,,,,,0,85,85,85,m,0.537571907043457,Hit,present,0.6,redskab,redskab_compressed.wav,0.5294500147464045,7896,001,2025-11-17_09-26-58,
absent,0.1,SILENCE,NA,babble_26.wav,poesi_reversed.wav,lyse_reversed.wav,,,,,0,86,86,86,z,0.7906391620635986,Correct Rejection,absent,0.1,NA,SILENCE,0.9863883945151303,7896,001,2025-11-17_09-26-58,
present,0.1,forår_compressed.wav,forår,babble_62.wav,nedbrud_reversed.wav,glæde_reversed.wav,,,,,0,87,87,87,m,0.3377039432525635,Hit,present,0.1,forår,forår_compressed.wav,1.3340251033986013,7896,001,2025-11-17_09-26-58,
absent,0.4,SILENCE,NA,babble_16.wav,tilfreds_reversed.wav,gidsel_reversed.wav,,,,,0,88,88,88,z,1.3529269695281982,Correct Rejection,absent,0.4,NA,SILENCE,1.1940763873483013,7896,001,2025-11-17_09-26-58,
absent,0.1,SILENCE,NA,babble_22.wav,venlig_reversed.wav,latter_reversed.wav,,,,,0,89,89,89,z,0.9604201316833496,Correct Rejection,absent,0.1,NA,SILENCE,1.424658229336715,7896,001,2025-11-17_09-26-58,
present,0.4,stjerne_compressed.wav,stjerne,babble_86.wav,pjece_reversed.wav,ledning_reversed.wav,,,,,0,90,90,90,m,0.30371594429016113,Hit,present,0.4,stjerne,stjerne_compressed.wav,0.5968715372456215,7896,001,2025-11-17_09-26-58,
absent,0.4,SILENCE,NA,babble_72.wav,lærer_reversed.wav,kiste_reversed.wav,,,,,0,91,91,91,z,0.6695981025695801,Correct Rejection,absent,0.4,NA,SILENCE,0.6297869897844115,7896,001,2025-11-17_09-26-58,
present,0.5,selvmord_compressed.wav,selvmord,babble_44.wav,affald_reversed.wav,varme_reversed.wav,,,,,0,92,92,92,m,0.7703878879547119,Hit,present,0.5,selvmord,selvmord_compressed.wav,1.4297988160865944,7896,001,2025-11-17_09-26-58,
absent,0.1,SILENCE,NA,babble_85.wav,museum_reversed.wav,enhed_reversed.wav,,,,,0,93,93,93,z,0.32618093490600586,Correct Rejection,absent,0.1,NA,SILENCE,1.0978272330661776,7896,001,2025-11-17_09-26-58,
absent,0.3,SILENCE,NA,babble_8.wav,heldig_reversed.wav,jubel_reversed.wav,,,,,0,94,94,94,m,0.798396110534668,False Alarm,absent,0.3,NA,SILENCE,1.0274998593579907,7896,001,2025-11-17_09-26-58,
absent,0.2,SILENCE,NA,babble_38.wav,pjece_reversed.wav,modgang_reversed.wav,,,,,0,95,95,95,z,0.37681102752685547,Correct Rejection,absent,0.2,NA,SILENCE,1.4953405874892494,7896,001,2025-11-17_09-26-58,
