signal_type,compression_level,prime_file,correct_word,babbling_file,mask1_file,mask2_file,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,main.thisRepN,main.thisTrialN,main.thisN,main.thisIndex,thisRow.t,notes,response_key,rt,trial_outcome,babble_duration,Participant ID,Session,date,
absent,0.6,SILENCE,NA,babble_75.wav,selvmord_reversed.wav,blodig_reversed.wav,,,,,0,164,164,164,,,z,1.227881333004916,Correct Rejection,0.6085516080802051,99999,001,2025-11-20_13-11-42,
present,0.5,beskidt_compressed.wav,beskidt,babble_1.wav,oprørt_reversed.wav,museum_reversed.wav,,,,,0,165,165,165,,,z,0.4220448340056464,Miss,1.478557972124925,99999,001,2025-11-20_13-11-42,
absent,0.2,SILENCE,NA,babble_42.wav,fremskridt_reversed.wav,rabies_reversed.wav,,,,,0,166,166,166,,,z,0.5137651670083869,Correct Rejection,1.2230483776093632,99999,001,2025-11-20_13-11-42,
present,0.4,maling_compressed.wav,maling,babble_27.wav,forkert_reversed.wav,blomstre_reversed.wav,,,,,0,167,167,167,,,z,0.3805971250112634,Miss,1.3737065292432846,99999,001,2025-11-20_13-11-42,
present,0.6,borddug_compressed.wav,borddug,babble_41.wav,putte_reversed.wav,bombe_reversed.wav,,,,,0,168,168,168,,,z,0.4186393329873681,Miss,0.7548002803327539,99999,001,2025-11-20_13-11-42,
absent,0.4,SILENCE,NA,babble_35.wav,boble_reversed.wav,ugle_reversed.wav,,,,,0,169,169,169,,,z,1.757755582977552,Correct Rejection,0.7150295427544486,99999,001,2025-11-20_13-11-42,
absent,0.2,SILENCE,NA,babble_46.wav,redning_reversed.wav,traume_reversed.wav,,,,,0,170,170,170,,,z,0.3937331670022104,Correct Rejection,1.4786689185943647,99999,001,2025-11-20_13-11-42,
absent,0.2,SILENCE,NA,babble_48.wav,sejre_reversed.wav,rædsel_reversed.wav,,,,,0,171,171,171,,,m,0.3525078749808017,False Alarm,1.306503526202738,99999,001,2025-11-20_13-11-42,
absent,0.4,SILENCE,NA,babble_14.wav,kujon_reversed.wav,lærer_reversed.wav,,,,,0,172,172,172,,,m,0.7125000410014763,False Alarm,0.9845495749775894,99999,001,2025-11-20_13-11-42,
absent,0.2,SILENCE,NA,babble_89.wav,rådden_reversed.wav,kujon_reversed.wav,,,,,0,173,173,173,,,z,0.5157653749920428,Correct Rejection,1.4222153125194374,99999,001,2025-11-20_13-11-42,
