signal_type,compression_level,prime_file,correct_word,babbling_file,mask1_file,mask2_file,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,main.thisRepN,main.thisTrialN,main.thisN,main.thisIndex,thisRow.t,notes,response_key,rt,trial_outcome,babble_duration,Participant ID,Session,date,
absent,0.2,SILENCE,NA,babble_63.wav,dæmpet_reversed.wav,motor_reversed.wav,,,,,0,4,4,4,,,m,2.194265207999706,False Alarm,0.5683475875290682,1133445,001,2025-11-22_15-56-50,
present,0.6,skade_compressed.wav,skade,babble_38.wav,smerte_reversed.wav,festlig_reversed.wav,,,,,0,5,5,5,,,z,1.3421785840000666,Miss,1.3232389570364615,1133445,001,2025-11-22_15-56-50,
present,0.4,fængsel_compressed.wav,fængsel,babble_16.wav,varme_reversed.wav,ankel_reversed.wav,,,,,0,6,6,6,,,m,1.5494798330000776,Hit,0.5959164322563852,1133445,001,2025-11-22_15-56-50,
present,0.4,konge_compressed.wav,konge,babble_35.wav,ferie_reversed.wav,syndig_reversed.wav,,,,,0,7,7,7,,,z,0.30441066599814803,Miss,1.1970772614622418,1133445,001,2025-11-22_15-56-50,
absent,0.2,SILENCE,NA,babble_17.wav,traume_reversed.wav,engel_reversed.wav,,,,,0,8,8,8,,,z,0.42009583300023223,Correct Rejection,0.5997251230387963,1133445,001,2025-11-22_15-56-50,
present,0.2,udskud_compressed.wav,udskud,babble_38.wav,salat_reversed.wav,metal_reversed.wav,,,,,0,9,9,9,,,m,0.34913733299981686,Hit,1.1533164623126526,1133445,001,2025-11-22_15-56-50,
present,0.3,drukne_compressed.wav,drukne,babble_32.wav,forpint_reversed.wav,lærer_reversed.wav,,,,,0,10,10,10,,,z,0.2955278330009605,Miss,1.3015412318795545,1133445,001,2025-11-22_15-56-50,
present,0.5,cirkus_compressed.wav,cirkus,babble_30.wav,bombe_reversed.wav,papir_reversed.wav,,,,,0,11,11,11,,,z,0.5406012080020446,Miss,0.7216172839388858,1133445,001,2025-11-22_15-56-50,
absent,0.3,SILENCE,NA,babble_43.wav,pjece_reversed.wav,salat_reversed.wav,,,,,0,12,12,12,,,z,0.625722875000065,Correct Rejection,1.0842688181182414,1133445,001,2025-11-22_15-56-50,
absent,0.2,SILENCE,NA,babble_45.wav,avis_reversed.wav,maling_reversed.wav,,,,,0,13,13,13,,,m,1.6371927500003949,False Alarm,1.4482213401659418,1133445,001,2025-11-22_15-56-50,
present,0.7,latter_compressed.wav,latter,babble_41.wav,fjollet_reversed.wav,gidsel_reversed.wav,,,,,0,14,14,14,,,z,0.4323170419993403,Miss,0.9383113112525199,1133445,001,2025-11-22_15-56-50,
present,0.7,museum_compressed.wav,museum,babble_42.wav,dollar_reversed.wav,heldig_reversed.wav,,,,,0,15,15,15,,,m,0.4639747909968719,Hit,1.436644725097333,1133445,001,2025-11-22_15-56-50,
present,0.2,musik_compressed.wav,musik,babble_28.wav,dæmpet_reversed.wav,hjerte_reversed.wav,,,,,0,16,16,16,,,m,0.43762375000005704,Hit,1.0076294949462234,1133445,001,2025-11-22_15-56-50,
present,0.7,hånlig_compressed.wav,hånlig,babble_20.wav,tortur_reversed.wav,diamant_reversed.wav,,,,,0,17,17,17,,,z,0.36898550000114483,Miss,0.9071583113484352,1133445,001,2025-11-22_15-56-50,
absent,0.1,SILENCE,NA,babble_40.wav,museum_reversed.wav,offer_reversed.wav,,,,,0,18,18,18,,,z,1.8313356660000863,Correct Rejection,0.5047907140405224,1133445,001,2025-11-22_15-56-50,
absent,0.3,SILENCE,NA,babble_67.wav,brænde_reversed.wav,cirkel_reversed.wav,,,,,0,19,19,19,,,z,0.4657327089989849,Correct Rejection,0.5780207632982228,1133445,001,2025-11-22_15-56-50,
present,0.5,taber_compressed.wav,taber,babble_2.wav,dæmpet_reversed.wav,spise_reversed.wav,,,,,0,20,20,20,,,m,0.96859858300013,Hit,0.8323426387718139,1133445,001,2025-11-22_15-56-50,
absent,0.2,SILENCE,NA,babble_7.wav,trofæ_reversed.wav,skade_reversed.wav,,,,,0,21,21,21,,,m,0.7928086660031113,False Alarm,1.0300159888360767,1133445,001,2025-11-22_15-56-50,
absent,0.1,SILENCE,NA,babble_10.wav,ensom_reversed.wav,gave_reversed.wav,,,,,0,22,22,22,,,m,2.145851416997175,False Alarm,1.1002646980422988,1133445,001,2025-11-22_15-56-50,
present,0.6,vandal_compressed.wav,vandal,babble_98.wav,rigdom_reversed.wav,misbrug_reversed.wav,,,,,0,23,23,23,,,z,0.28675591600040207,Miss,1.2418772334573052,1133445,001,2025-11-22_15-56-50,
absent,0.2,SILENCE,NA,babble_32.wav,morder_reversed.wav,boble_reversed.wav,,,,,0,24,24,24,,,m,0.4493200840006466,False Alarm,0.5542143049614139,1133445,001,2025-11-22_15-56-50,
present,0.5,skammel_compressed.wav,skammel,babble_85.wav,rabies_reversed.wav,slagtning_reversed.wav,,,,,0,25,25,25,,,z,0.548517791001359,Miss,1.215854707805641,1133445,001,2025-11-22_15-56-50,
absent,0.4,SILENCE,NA,babble_51.wav,vandfald_reversed.wav,sejre_reversed.wav,,,,,0,26,26,26,,,m,0.35242729099991266,False Alarm,0.6259928594176982,1133445,001,2025-11-22_15-56-50,
absent,0.3,SILENCE,NA,babble_83.wav,hage_reversed.wav,mester_reversed.wav,,,,,0,27,27,27,,,z,0.5235827910000808,Correct Rejection,0.9351583257043544,1133445,001,2025-11-22_15-56-50,
absent,0.5,SILENCE,NA,babble_50.wav,hader_reversed.wav,baby_reversed.wav,,,,,0,28,28,28,,,m,0.28454516700003296,False Alarm,0.5071969284780191,1133445,001,2025-11-22_15-56-50,
present,0.1,skammel_compressed.wav,skammel,babble_27.wav,kage_reversed.wav,skuffe_reversed.wav,,,,,0,29,29,29,,,z,0.7831019159966672,Miss,1.322271459025244,1133445,001,2025-11-22_15-56-50,
present,0.7,kærtegn_compressed.wav,kærtegn,babble_31.wav,kæle_reversed.wav,brutal_reversed.wav,,,,,0,30,30,30,,,z,0.7592199589998927,Miss,0.7012334350238051,1133445,001,2025-11-22_15-56-50,
absent,0.3,SILENCE,NA,babble_80.wav,krise_reversed.wav,genert_reversed.wav,,,,,0,31,31,31,,,z,0.3878867499988701,Correct Rejection,0.7262174283373112,1133445,001,2025-11-22_15-56-50,
absent,0.6,SILENCE,NA,babble_89.wav,varme_reversed.wav,motor_reversed.wav,,,,,0,32,32,32,,,m,1.5401994590029062,False Alarm,1.2437391066469299,1133445,001,2025-11-22_15-56-50,
present,0.5,viden_compressed.wav,viden,babble_73.wav,jubel_reversed.wav,sæde_reversed.wav,,,,,0,33,33,33,,,m,0.36628441600259976,Hit,0.619543742297583,1133445,001,2025-11-22_15-56-50,
absent,0.7,SILENCE,NA,babble_59.wav,motor_reversed.wav,grimme_reversed.wav,,,,,0,34,34,34,,,m,0.2515778749984747,False Alarm,1.4207232042414208,1133445,001,2025-11-22_15-56-50,
present,0.6,fase_compressed.wav,fase,babble_77.wav,genert_reversed.wav,vandfald_reversed.wav,,,,,0,35,35,35,,,z,0.3039621250027267,Miss,0.6204409471001656,1133445,001,2025-11-22_15-56-50,
present,0.3,penge_compressed.wav,penge,babble_49.wav,gave_reversed.wav,skønhed_reversed.wav,,,,,0,36,36,36,,,z,0.26498170900231344,Miss,1.018036065461992,1133445,001,2025-11-22_15-56-50,
present,0.7,enhed_compressed.wav,enhed,babble_63.wav,festlig_reversed.wav,cirkel_reversed.wav,,,,,0,37,37,37,,,m,0.7227546670001175,Hit,0.6922550290164522,1133445,001,2025-11-22_15-56-50,
present,0.6,sygdom_compressed.wav,sygdom,babble_42.wav,utro_reversed.wav,salat_reversed.wav,,,,,0,38,38,38,,,z,1.2565969999996014,Miss,1.1660657191956028,1133445,001,2025-11-22_15-56-50,
present,0.3,vandfald_compressed.wav,vandfald,babble_85.wav,knude_reversed.wav,oprør_reversed.wav,,,,,0,39,39,39,,,m,0.38753916600035154,Hit,0.5215761654176976,1133445,001,2025-11-22_15-56-50,
present,0.3,trofæ_compressed.wav,trofæ,babble_18.wav,lækker_reversed.wav,sandhed_reversed.wav,,,,,0,40,40,40,,,m,0.40265062500111526,Hit,0.7281867560308262,1133445,001,2025-11-22_15-56-50,
absent,0.6,SILENCE,NA,babble_76.wav,patent_reversed.wav,violin_reversed.wav,,,,,0,41,41,41,,,m,1.5557804580021184,False Alarm,0.6516010834600322,1133445,001,2025-11-22_15-56-50,
present,0.1,ydmyg_compressed.wav,ydmyg,babble_72.wav,stjerne_reversed.wav,sollys_reversed.wav,,,,,0,42,42,42,,,m,0.30532254099671263,Hit,1.2648458584405962,1133445,001,2025-11-22_15-56-50,
present,0.3,dollar_compressed.wav,dollar,babble_54.wav,traume_reversed.wav,sexet_reversed.wav,,,,,0,43,43,43,,,m,0.8322755830013193,Hit,0.7178550984582345,1133445,001,2025-11-22_15-56-50,
present,0.2,rådden_compressed.wav,rådden,babble_40.wav,ensom_reversed.wav,nonsens_reversed.wav,,,,,0,44,44,44,,,z,0.24696216599841136,Miss,1.4053024189301377,1133445,001,2025-11-22_15-56-50,
absent,0.2,SILENCE,NA,babble_36.wav,natur_reversed.wav,museum_reversed.wav,,,,,0,45,45,45,,,z,0.9213660419991356,Correct Rejection,1.4681597690191621,1133445,001,2025-11-22_15-56-50,
present,0.6,taber_compressed.wav,taber,babble_40.wav,pervers_reversed.wav,fase_reversed.wav,,,,,0,46,46,46,,,z,0.8126368750017718,Miss,0.935198650487806,1133445,001,2025-11-22_15-56-50,
present,0.5,grimme_compressed.wav,grimme,babble_64.wav,ørken_reversed.wav,redskab_reversed.wav,,,,,0,47,47,47,,,m,1.1243122499981837,Hit,0.8450027056418645,1133445,001,2025-11-22_15-56-50,
present,0.7,pervers_compressed.wav,pervers,babble_24.wav,væmmes_reversed.wav,sejre_reversed.wav,,,,,0,48,48,48,,,z,0.574492415998975,Miss,0.5724885610356033,1133445,001,2025-11-22_15-56-50,
present,0.6,kærtegn_compressed.wav,kærtegn,babble_85.wav,albue_reversed.wav,pude_reversed.wav,,,,,0,49,49,49,,,m,0.2213093749996915,Hit,0.874903268984367,1133445,001,2025-11-22_15-56-50,
present,0.3,sandhed_compressed.wav,sandhed,babble_45.wav,lærer_reversed.wav,oprørt_reversed.wav,,,,,0,50,50,50,,,m,0.3252327090012841,Hit,1.0778982801139962,1133445,001,2025-11-22_15-56-50,
absent,0.1,SILENCE,NA,babble_42.wav,plakat_reversed.wav,gratis_reversed.wav,,,,,0,51,51,51,,,z,0.4806953750012326,Correct Rejection,0.9932093807597596,1133445,001,2025-11-22_15-56-50,
absent,0.1,SILENCE,NA,babble_47.wav,baby_reversed.wav,oprør_reversed.wav,,,,,0,52,52,52,,,m,0.2730677090003155,False Alarm,1.3995997406522274,1133445,001,2025-11-22_15-56-50,
absent,0.2,SILENCE,NA,babble_33.wav,lækker_reversed.wav,trofæ_reversed.wav,,,,,0,53,53,53,,,z,0.2214107090003381,Correct Rejection,1.3927425416751744,1133445,001,2025-11-22_15-56-50,
present,0.6,fjendtlig_compressed.wav,fjendtlig,babble_36.wav,oprør_reversed.wav,giftig_reversed.wav,,,,,0,54,54,54,,,z,0.26294120799866505,Miss,1.45859072309677,1133445,001,2025-11-22_15-56-50,
absent,0.4,SILENCE,NA,babble_26.wav,ankel_reversed.wav,maling_reversed.wav,,,,,0,55,55,55,,,z,0.5046342500027095,Correct Rejection,0.6306913546969173,1133445,001,2025-11-22_15-56-50,
present,0.3,slagtning_compressed.wav,slagtning,babble_18.wav,glæde_reversed.wav,bombe_reversed.wav,,,,,0,56,56,56,,,z,0.3005840830010129,Miss,1.4028804439888432,1133445,001,2025-11-22_15-56-50,
absent,0.4,SILENCE,NA,babble_93.wav,konkurs_reversed.wav,vindue_reversed.wav,,,,,0,57,57,57,,,z,0.5080179159995168,Correct Rejection,1.3862231070351856,1133445,001,2025-11-22_15-56-50,
present,0.2,enhed_compressed.wav,enhed,babble_25.wav,sindssyg_reversed.wav,knude_reversed.wav,,,,,0,58,58,58,,,z,0.6723392080020858,Miss,1.250340150184955,1133445,001,2025-11-22_15-56-50,
present,0.1,skyldig_compressed.wav,skyldig,babble_14.wav,krise_reversed.wav,skade_reversed.wav,,,,,0,59,59,59,,,z,1.1050528330015368,Miss,1.4338538489655774,1133445,001,2025-11-22_15-56-50,
present,0.2,hjerte_compressed.wav,hjerte,babble_88.wav,skønhed_reversed.wav,dæmon_reversed.wav,,,,,0,60,60,60,,,m,0.2870687079994241,Hit,0.7399456570521646,1133445,001,2025-11-22_15-56-50,
present,0.5,sejre_compressed.wav,sejre,babble_61.wav,konkurs_reversed.wav,fjollet_reversed.wav,,,,,0,61,61,61,,,z,0.2007977920002304,Miss,0.8088971446549261,1133445,001,2025-11-22_15-56-50,
absent,0.3,SILENCE,NA,babble_4.wav,utro_reversed.wav,nøgle_reversed.wav,,,,,0,62,62,62,,,z,0.8898164999991423,Correct Rejection,0.8167123533877386,1133445,001,2025-11-22_15-56-50,
absent,0.4,SILENCE,NA,babble_61.wav,gade_reversed.wav,offer_reversed.wav,,,,,0,63,63,63,,,m,1.1025963749998482,False Alarm,0.5327480889291796,1133445,001,2025-11-22_15-56-50,
present,0.2,bifald_compressed.wav,bifald,babble_51.wav,varme_reversed.wav,dollar_reversed.wav,,,,,0,64,64,64,,,z,0.6049696670015692,Miss,1.2047357914196115,1133445,001,2025-11-22_15-56-50,
absent,0.4,SILENCE,NA,babble_94.wav,sollys_reversed.wav,plakat_reversed.wav,,,,,0,65,65,65,,,m,0.5497139580002113,False Alarm,0.6157921825794356,1133445,001,2025-11-22_15-56-50,
present,0.4,tumor_compressed.wav,tumor,babble_24.wav,pude_reversed.wav,kande_reversed.wav,,,,,0,66,66,66,,,z,1.1579045830003452,Miss,0.8902193895888764,1133445,001,2025-11-22_15-56-50,
absent,0.4,SILENCE,NA,babble_61.wav,vindue_reversed.wav,spise_reversed.wav,,,,,0,67,67,67,,,z,1.0390778330001922,Correct Rejection,1.1271902601006822,1133445,001,2025-11-22_15-56-50,
absent,0.3,SILENCE,NA,babble_92.wav,affald_reversed.wav,statue_reversed.wav,,,,,0,68,68,68,,,m,0.5993226249993313,False Alarm,0.5995759674733405,1133445,001,2025-11-22_15-56-50,
absent,0.3,SILENCE,NA,babble_29.wav,bange_reversed.wav,sandhed_reversed.wav,,,,,0,69,69,69,,,z,0.6641801669975393,Correct Rejection,1.346841194616663,1133445,001,2025-11-22_15-56-50,
absent,0.1,SILENCE,NA,babble_14.wav,viden_reversed.wav,gave_reversed.wav,,,,,0,70,70,70,,,z,0.9227874580028583,Correct Rejection,0.6655229770120755,1133445,001,2025-11-22_15-56-50,
absent,0.5,SILENCE,NA,babble_42.wav,skade_reversed.wav,gaffel_reversed.wav,,,,,0,71,71,71,,,z,0.5374102079986187,Correct Rejection,1.4272292405179643,1133445,001,2025-11-22_15-56-50,
absent,0.1,SILENCE,NA,babble_73.wav,ensom_reversed.wav,dollar_reversed.wav,,,,,0,72,72,72,,,z,0.8931586250000692,Correct Rejection,1.3803731720712185,1133445,001,2025-11-22_15-56-50,
absent,0.4,SILENCE,NA,babble_46.wav,koldbrand_reversed.wav,måned_reversed.wav,,,,,0,73,73,73,,,z,0.41560016599760274,Correct Rejection,0.8683368417396798,1133445,001,2025-11-22_15-56-50,
absent,0.4,SILENCE,NA,babble_33.wav,frihed_reversed.wav,kæle_reversed.wav,,,,,0,74,74,74,,,z,1.0338654999977734,Correct Rejection,0.6828539544648278,1133445,001,2025-11-22_15-56-50,
absent,0.3,SILENCE,NA,babble_82.wav,skyldig_reversed.wav,mave_reversed.wav,,,,,0,75,75,75,,,m,0.9810696249987814,False Alarm,0.5843130988588099,1133445,001,2025-11-22_15-56-50,
present,0.4,brænde_compressed.wav,brænde,babble_34.wav,metal_reversed.wav,flirte_reversed.wav,,,,,0,76,76,76,,,m,1.2162650840000424,Hit,0.9854248759140536,1133445,001,2025-11-22_15-56-50,
absent,0.6,SILENCE,NA,babble_51.wav,brutal_reversed.wav,røver_reversed.wav,,,,,0,77,77,77,,,m,1.240183292000438,False Alarm,0.5484049144563627,1133445,001,2025-11-22_15-56-50,
present,0.3,sollys_compressed.wav,sollys,babble_38.wav,mave_reversed.wav,sæde_reversed.wav,,,,,0,78,78,78,,,m,0.8084065420007391,Hit,1.105839928246998,1133445,001,2025-11-22_15-56-50,
present,0.7,forfald_compressed.wav,forfald,babble_5.wav,humor_reversed.wav,luksus_reversed.wav,,,,,0,79,79,79,,,z,0.7398952919975272,Miss,1.1389837986654312,1133445,001,2025-11-22_15-56-50,
absent,0.2,SILENCE,NA,babble_18.wav,rigdom_reversed.wav,hader_reversed.wav,,,,,0,80,80,80,,,z,1.0135546659985266,Correct Rejection,0.8383143302782087,1133445,001,2025-11-22_15-56-50,
absent,0.2,SILENCE,NA,babble_97.wav,sejre_reversed.wav,grusom_reversed.wav,,,,,0,81,81,81,,,z,1.0637388750001264,Correct Rejection,1.1126494378550977,1133445,001,2025-11-22_15-56-50,
present,0.3,forpint_compressed.wav,forpint,babble_31.wav,vindue_reversed.wav,kiste_reversed.wav,,,,,0,82,82,82,,,z,0.40581008400113205,Miss,0.9739120081731499,1133445,001,2025-11-22_15-56-50,
absent,0.5,SILENCE,NA,babble_69.wav,illoyal_reversed.wav,vandal_reversed.wav,,,,,0,83,83,83,,,m,2.5457349159987643,False Alarm,0.8933162311378052,1133445,001,2025-11-22_15-56-50,
absent,0.7,SILENCE,NA,babble_64.wav,måned_reversed.wav,stjerne_reversed.wav,,,,,0,84,84,84,,,z,3.11803399999917,Correct Rejection,0.61526635773519,1133445,001,2025-11-22_15-56-50,
present,0.6,engel_compressed.wav,engel,babble_12.wav,misbrug_reversed.wav,pude_reversed.wav,,,,,0,85,85,85,,,z,0.7716688750006142,Miss,0.9807389346805897,1133445,001,2025-11-22_15-56-50,
absent,0.3,SILENCE,NA,babble_90.wav,væmmes_reversed.wav,offer_reversed.wav,,,,,0,86,86,86,,,z,0.6327260840007511,Correct Rejection,0.6263872714722148,1133445,001,2025-11-22_15-56-50,
absent,0.1,SILENCE,NA,babble_57.wav,genert_reversed.wav,sejre_reversed.wav,,,,,0,87,87,87,,,z,0.593794041997171,Correct Rejection,0.5762765541172475,1133445,001,2025-11-22_15-56-50,
present,0.5,dollar_compressed.wav,dollar,babble_5.wav,pjece_reversed.wav,oprør_reversed.wav,,,,,0,88,88,88,,,z,0.3891897499997867,Miss,1.3920663298360296,1133445,001,2025-11-22_15-56-50,
present,0.7,bifald_compressed.wav,bifald,babble_74.wav,nøgle_reversed.wav,respekt_reversed.wav,,,,,0,89,89,89,,,z,0.6345970000002126,Miss,1.4549223743954423,1133445,001,2025-11-22_15-56-50,
absent,0.6,SILENCE,NA,babble_52.wav,oprørt_reversed.wav,spænding_reversed.wav,,,,,0,90,90,90,,,m,1.9678196249988105,False Alarm,1.1935743770846234,1133445,001,2025-11-22_15-56-50,
absent,0.4,SILENCE,NA,babble_35.wav,ønske_reversed.wav,frihed_reversed.wav,,,,,0,91,91,91,,,z,0.7593875000020489,Correct Rejection,0.9825518880712697,1133445,001,2025-11-22_15-56-50,
present,0.1,trofæ_compressed.wav,trofæ,babble_82.wav,papir_reversed.wav,bifald_reversed.wav,,,,,0,92,92,92,,,m,0.27485499999966123,Hit,0.7624440991264971,1133445,001,2025-11-22_15-56-50,
present,0.2,fængsel_compressed.wav,fængsel,babble_49.wav,knude_reversed.wav,søsyg_reversed.wav,,,,,0,93,93,93,,,m,1.0186177079995105,Hit,1.3521490829062073,1133445,001,2025-11-22_15-56-50,
absent,0.2,SILENCE,NA,babble_95.wav,putte_reversed.wav,ankel_reversed.wav,,,,,0,94,94,94,,,z,0.7279714169999352,Correct Rejection,1.2170635221004067,1133445,001,2025-11-22_15-56-50,
present,0.2,mave_compressed.wav,mave,babble_84.wav,stjerne_reversed.wav,passion_reversed.wav,,,,,0,95,95,95,,,m,1.4908857919981529,Hit,0.5767935155745799,1133445,001,2025-11-22_15-56-50,
absent,0.7,SILENCE,NA,babble_92.wav,vandal_reversed.wav,slagtning_reversed.wav,,,,,0,96,96,96,,,z,0.4695135419970029,Correct Rejection,0.8153731470877285,1133445,001,2025-11-22_15-56-50,
absent,0.3,SILENCE,NA,babble_13.wav,nøgle_reversed.wav,frihed_reversed.wav,,,,,0,97,97,97,,,m,0.9031006250006612,False Alarm,0.53398208156063,1133445,001,2025-11-22_15-56-50,
present,0.3,rådden_compressed.wav,rådden,babble_61.wav,rædsel_reversed.wav,tilfreds_reversed.wav,,,,,0,98,98,98,,,z,0.43296220900083426,Miss,0.9285112686866778,1133445,001,2025-11-22_15-56-50,
present,0.6,voldtægt_compressed.wav,voldtægt,babble_73.wav,rabies_reversed.wav,pude_reversed.wav,,,,,0,99,99,99,,,m,0.30836570800238405,Hit,1.3024431200842734,1133445,001,2025-11-22_15-56-50,
absent,0.1,SILENCE,NA,babble_50.wav,engel_reversed.wav,hånlig_reversed.wav,,,,,0,100,100,100,,,z,0.8696344999989378,Correct Rejection,0.8184755613481858,1133445,001,2025-11-22_15-56-50,
absent,0.4,SILENCE,NA,babble_44.wav,cirkel_reversed.wav,fremskridt_reversed.wav,,,,,0,101,101,101,,,z,1.1888860830003978,Correct Rejection,0.5076630884747156,1133445,001,2025-11-22_15-56-50,
absent,0.7,SILENCE,NA,babble_84.wav,fjendtlig_reversed.wav,fase_reversed.wav,,,,,0,102,102,102,,,z,1.3594685419993766,Correct Rejection,1.2034192555279106,1133445,001,2025-11-22_15-56-50,
present,0.2,modgang_compressed.wav,modgang,babble_96.wav,voldtægt_reversed.wav,rigdom_reversed.wav,,,,,0,103,103,103,,,m,0.8590021250020072,Hit,1.0902102531771352,1133445,001,2025-11-22_15-56-50,
absent,0.4,SILENCE,NA,babble_63.wav,nedbrud_reversed.wav,spænding_reversed.wav,,,,,0,104,104,104,,,z,1.2017077090022212,Correct Rejection,0.6570209194789174,1133445,001,2025-11-22_15-56-50,
present,0.4,udskud_compressed.wav,udskud,babble_87.wav,bombe_reversed.wav,knude_reversed.wav,,,,,0,105,105,105,,,m,0.7106289170005766,Hit,0.6244481903091335,1133445,001,2025-11-22_15-56-50,
absent,0.5,SILENCE,NA,babble_11.wav,motor_reversed.wav,bifald_reversed.wav,,,,,0,106,106,106,,,m,0.961625333999109,False Alarm,1.2460820093171843,1133445,001,2025-11-22_15-56-50,
absent,0.6,SILENCE,NA,babble_29.wav,væmmes_reversed.wav,ørken_reversed.wav,,,,,0,107,107,107,,,z,1.044466540999565,Correct Rejection,0.6339517185889558,1133445,001,2025-11-22_15-56-50,
present,0.5,koldbrand_compressed.wav,koldbrand,babble_10.wav,kontor_reversed.wav,mave_reversed.wav,,,,,0,108,108,108,,,z,0.4237066249988857,Miss,1.0494430550261449,1133445,001,2025-11-22_15-56-50,
absent,0.5,SILENCE,NA,babble_28.wav,succes_reversed.wav,illoyal_reversed.wav,,,,,0,109,109,109,,,z,0.34828120899692294,Correct Rejection,0.7542457843493877,1133445,001,2025-11-22_15-56-50,
absent,0.3,SILENCE,NA,babble_39.wav,fiasko_reversed.wav,natur_reversed.wav,,,,,0,110,110,110,,,m,0.3042578330023389,False Alarm,1.1633013582356546,1133445,001,2025-11-22_15-56-50,
present,0.7,oprørt_compressed.wav,oprørt,babble_50.wav,metal_reversed.wav,knude_reversed.wav,,,,,0,111,111,111,,,m,0.8737785419980355,Hit,0.7983880900909225,1133445,001,2025-11-22_15-56-50,
