signal_type,compression_level,prime_file,correct_word,babbling_file,mask1_file,mask2_file,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,main.thisRepN,main.thisTrialN,main.thisN,main.thisIndex,thisRow.t,notes,response_key,rt,trial_outcome,babble_duration,Participant ID,Session,date,
absent,0.3,SILENCE,NA,babble_59.wav,lærer_reversed.wav,genstand_reversed.wav,,,,,0,48,48,48,,,z,0.6604070830217097,Correct Rejection,0.7479496183619325,88776655,001,2025-11-21_10-26-58,
present,0.4,kærtegn_compressed.wav,kærtegn,babble_54.wav,giftig_reversed.wav,bange_reversed.wav,,,,,0,49,49,49,,,z,0.898243542003911,Miss,1.4999638428589956,88776655,001,2025-11-21_10-26-58,
absent,0.6,SILENCE,NA,babble_31.wav,gade_reversed.wav,spise_reversed.wav,,,,,0,50,50,50,,,z,0.8907507920230273,Correct Rejection,0.8790685777878501,88776655,001,2025-11-21_10-26-58,
absent,0.2,SILENCE,NA,babble_8.wav,kiste_reversed.wav,opstemt_reversed.wav,,,,,0,51,51,51,,,z,0.5375361670157872,Correct Rejection,0.679258540913027,88776655,001,2025-11-21_10-26-58,
present,0.6,gaffel_compressed.wav,gaffel,babble_30.wav,sandhed_reversed.wav,ketchup_reversed.wav,,,,,0,52,52,52,,,z,0.6515767920063809,Miss,0.5338439627332866,88776655,001,2025-11-21_10-26-58,
present,0.7,latter_compressed.wav,latter,babble_87.wav,varme_reversed.wav,baby_reversed.wav,,,,,0,53,53,53,,,z,0.9512709169939626,Miss,0.9807819379204114,88776655,001,2025-11-21_10-26-58,
absent,0.5,SILENCE,NA,babble_66.wav,fedme_reversed.wav,genert_reversed.wav,,,,,0,54,54,54,,,z,0.7033433750038967,Correct Rejection,0.7610537955885492,88776655,001,2025-11-21_10-26-58,
absent,0.1,SILENCE,NA,babble_11.wav,talent_reversed.wav,pervers_reversed.wav,,,,,0,55,55,55,,,z,1.341927500005113,Correct Rejection,0.740209362712502,88776655,001,2025-11-21_10-26-58,
present,0.5,grusom_compressed.wav,grusom,babble_17.wav,gratis_reversed.wav,tortur_reversed.wav,,,,,0,56,56,56,,,z,2.389017541980138,Miss,1.18977791253177,88776655,001,2025-11-21_10-26-58,
absent,0.7,SILENCE,NA,babble_16.wav,borddug_reversed.wav,kontor_reversed.wav,,,,,0,57,57,57,,,z,1.632386334007606,Correct Rejection,1.181126390017702,88776655,001,2025-11-21_10-26-58,
absent,0.1,SILENCE,NA,babble_44.wav,fiasko_reversed.wav,lyse_reversed.wav,,,,,0,58,58,58,,,z,1.7291102499875706,Correct Rejection,0.8268042434278273,88776655,001,2025-11-21_10-26-58,
absent,0.4,SILENCE,NA,babble_74.wav,fase_reversed.wav,kærtegn_reversed.wav,,,,,0,59,59,59,,,z,1.8540551249752752,Correct Rejection,0.8549947465291181,88776655,001,2025-11-21_10-26-58,
absent,0.7,SILENCE,NA,babble_45.wav,avis_reversed.wav,kugle_reversed.wav,,,,,0,60,60,60,,,z,0.8105128750030417,Correct Rejection,1.240865608635115,88776655,001,2025-11-21_10-26-58,
absent,0.7,SILENCE,NA,babble_73.wav,gave_reversed.wav,brænde_reversed.wav,,,,,0,61,61,61,,,z,0.8033673749887384,Correct Rejection,0.656403064803969,88776655,001,2025-11-21_10-26-58,
present,0.4,mave_compressed.wav,mave,babble_48.wav,kærtegn_reversed.wav,slagtning_reversed.wav,,,,,0,62,62,62,,,z,0.5775030420045368,Miss,1.2764838950922062,88776655,001,2025-11-21_10-26-58,
present,0.2,hage_compressed.wav,hage,babble_78.wav,avis_reversed.wav,drukne_reversed.wav,,,,,0,63,63,63,,,z,0.9120006249868311,Miss,1.4541123090541586,88776655,001,2025-11-21_10-26-58,
absent,0.6,SILENCE,NA,babble_16.wav,dollar_reversed.wav,trussel_reversed.wav,,,,,0,64,64,64,,,z,0.5726157500175759,Correct Rejection,1.4429611489940188,88776655,001,2025-11-21_10-26-58,
present,0.5,kysse_compressed.wav,kysse,babble_33.wav,trofæ_reversed.wav,vandal_reversed.wav,,,,,0,65,65,65,,,z,0.6700487920024898,Miss,0.501691857752614,88776655,001,2025-11-21_10-26-58,
absent,0.4,SILENCE,NA,babble_73.wav,oprør_reversed.wav,himmel_reversed.wav,,,,,0,66,66,66,,,z,1.5360378749901429,Correct Rejection,0.6542514298402452,88776655,001,2025-11-21_10-26-58,
absent,0.5,SILENCE,NA,babble_13.wav,rabies_reversed.wav,misbrug_reversed.wav,,,,,0,67,67,67,,,z,1.238433584017912,Correct Rejection,1.1422481349761107,88776655,001,2025-11-21_10-26-58,
absent,0.2,SILENCE,NA,babble_91.wav,jubel_reversed.wav,spænding_reversed.wav,,,,,0,68,68,68,,,z,1.5541290410037618,Correct Rejection,0.7615823302833482,88776655,001,2025-11-21_10-26-58,
present,0.5,sæde_compressed.wav,sæde,babble_72.wav,trussel_reversed.wav,lyse_reversed.wav,,,,,0,69,69,69,,,z,1.4013867090106942,Miss,0.5624121564885423,88776655,001,2025-11-21_10-26-58,
present,0.2,heldig_compressed.wav,heldig,babble_40.wav,rabies_reversed.wav,brænde_reversed.wav,,,,,0,70,70,70,,,z,4.638918542012107,Miss,0.5316385053613178,88776655,001,2025-11-21_10-26-58,
absent,0.5,SILENCE,NA,babble_37.wav,latter_reversed.wav,stjerne_reversed.wav,,,,,0,71,71,71,,,z,1.4986280419980176,Correct Rejection,1.0935386194124446,88776655,001,2025-11-21_10-26-58,
absent,0.3,SILENCE,NA,babble_11.wav,kande_reversed.wav,vinde_reversed.wav,,,,,0,72,72,72,,,z,3.197210542013636,Correct Rejection,1.1924963626785157,88776655,001,2025-11-21_10-26-58,
absent,0.7,SILENCE,NA,babble_98.wav,ketchup_reversed.wav,diamant_reversed.wav,,,,,0,73,73,73,,,z,6.007223124994198,Correct Rejection,1.2377096196103654,88776655,001,2025-11-21_10-26-58,
present,0.6,gratis_compressed.wav,gratis,babble_68.wav,voldtægt_reversed.wav,oprør_reversed.wav,,,,,0,74,74,74,,,z,0.8807071250048466,Miss,1.3619549996676712,88776655,001,2025-11-21_10-26-58,
present,0.7,pude_compressed.wav,pude,babble_63.wav,heldig_reversed.wav,fedme_reversed.wav,,,,,0,75,75,75,,,z,0.6322685419872869,Miss,0.8855875863638438,88776655,001,2025-11-21_10-26-58,
present,0.5,konkurs_compressed.wav,konkurs,babble_33.wav,pjece_reversed.wav,pude_reversed.wav,,,,,0,76,76,76,,,z,0.4279763750091661,Miss,1.4624419914897047,88776655,001,2025-11-21_10-26-58,
present,0.7,traume_compressed.wav,traume,babble_9.wav,morder_reversed.wav,trofæ_reversed.wav,,,,,0,77,77,77,,,m,1.2863290420209523,Hit,1.1811901642562863,88776655,001,2025-11-21_10-26-58,
absent,0.7,SILENCE,NA,babble_8.wav,gratis_reversed.wav,traume_reversed.wav,,,,,0,78,78,78,,,z,0.645145666989265,Correct Rejection,1.4963119890584156,88776655,001,2025-11-21_10-26-58,
present,0.1,grusom_compressed.wav,grusom,babble_7.wav,respekt_reversed.wav,tortur_reversed.wav,,,,,0,79,79,79,,,m,0.9635765829880256,Hit,1.4850513902446711,88776655,001,2025-11-21_10-26-58,
absent,0.2,SILENCE,NA,babble_92.wav,vandal_reversed.wav,gade_reversed.wav,,,,,0,80,80,80,,,z,0.6641792500158772,Correct Rejection,1.182769576411168,88776655,001,2025-11-21_10-26-58,
present,0.5,kontor_compressed.wav,kontor,babble_47.wav,kærtegn_reversed.wav,redskab_reversed.wav,,,,,0,81,81,81,,,m,0.48387158298282884,Hit,0.7434776976086028,88776655,001,2025-11-21_10-26-58,
absent,0.5,SILENCE,NA,babble_7.wav,albue_reversed.wav,sejre_reversed.wav,,,,,0,82,82,82,,,z,0.6945120420132298,Correct Rejection,0.7682382218429303,88776655,001,2025-11-21_10-26-58,
present,0.7,humor_compressed.wav,humor,babble_88.wav,slave_reversed.wav,flirte_reversed.wav,,,,,0,83,83,83,,,m,0.40919841700815596,Hit,0.6831732597834467,88776655,001,2025-11-21_10-26-58,
present,0.6,poesi_compressed.wav,poesi,babble_54.wav,cirkel_reversed.wav,spænding_reversed.wav,,,,,0,84,84,84,,,z,0.7250855829915963,Miss,1.4497792012054835,88776655,001,2025-11-21_10-26-58,
